TimeCoordinate,Channel_1,Channel_2,Label
17,0.4076,0.4057,Extension
18,0.4008,0.4076,Extension
19,0.4223,0.4321,Extension
-,-,-,-
0,0.4242,0.436,Extension
1,0.436,0.4536,Extension
2,0.4379,0.4594,Extension
3,0.4194,0.434,Extension
4,0.4223,0.4389,Extension
5,0.4321,0.4536,Extension
6,0.4291,0.4457,Extension
7,0.4203,0.4291,Extension
8,0.4301,0.4565,Extension
9,0.4809,0.436,Extension
10,0.5288,0.6276,Extension
11,0.566,0.6735,Extension
12,0.4907,0.5054,Extension
13,0.4438,0.4575,Extension
14,0.4409,0.4575,Extension
15,0.4135,0.4213,Extension
16,0.4174,0.4272,Extension
17,0.4438,0.4721,Extension
18,0.4457,0.477,Extension
19,0.435,0.4545,Extension
-,-,-,-
0,0.4516,0.4848,Extension
1,0.4233,0.437,Extension
2,0.4086,0.4154,Extension
3,0.4252,0.4428,Extension
4,0.433,0.4536,Extension
5,0.4418,0.4653,Extension
6,0.4487,0.4819,Extension
7,0.434,0.4614,Extension
8,0.4301,0.5415,Extension
9,0.4897,0.5709,Extension
10,0.4594,0.5005,Extension
11,0.4418,0.4575,Extension
12,0.4497,0.4751,Extension
13,0.4516,0.4731,Extension
14,0.4262,0.436,Extension
15,0.4145,0.4282,Extension
16,0.4213,0.433,Extension
17,0.4223,0.437,Extension
18,0.435,0.4604,Extension
19,0.4585,0.4848,Extension
-,-,-,-
0,0.4516,0.4839,Extension
1,0.436,0.4487,Extension
2,0.433,0.4467,Extension
3,0.4047,0.4076,Extension
4,0.4086,0.4037,Extension
5,0.4487,0.4702,Extension
6,0.4751,0.4888,Extension
7,0.5367,0.5836,Extension
8,0.6168,0.74,Extension
9,0.4526,0.4712,Extension
10,0.39,0.3812,Extension
11,0.4164,0.4194,Extension
12,0.436,0.4467,Extension
13,0.48,0.5249,Extension
14,0.5073,0.563,Extension
15,0.4555,0.479,Extension
16,0.39,0.3763,Extension
17,0.392,0.3793,Extension
18,0.4106,0.4047,Extension
19,0.4526,0.4888,Extension
-,-,-,-
0,0.4985,0.5552,Extension
1,0.4819,0.5327,Extension
2,0.4203,0.4282,Extension
3,0.3871,0.3763,Extension
4,0.3803,0.3705,Extension
5,0.4106,0.4115,Extension
6,0.477,0.4985,Extension
7,0.5269,0.6168,Extension
8,0.4917,0.6256,Extension
9,0.4604,0.4897,Extension
10,0.4027,0.4086,Extension
11,0.3978,0.3871,Extension
12,0.4477,0.4614,Extension
13,0.4868,0.5337,Extension
14,0.4624,0.4878,Extension
15,0.434,0.4497,Extension
16,0.4184,0.434,Extension
17,0.4203,0.4321,Extension
18,0.4272,0.436,Extension
19,0.4594,0.4907,Extension
-,-,-,-
0,0.4477,0.4663,Extension
1,0.435,0.4487,Extension
2,0.4399,0.4682,Extension
3,0.4379,0.4575,Extension
4,0.4516,0.4956,Extension
5,0.4682,0.5191,Extension
6,0.5259,0.5982,Extension
7,0.5875,0.6061,Extension
8,0.4721,0.5357,Extension
9,0.4506,0.4966,Extension
10,0.4526,0.4858,Extension
11,0.4673,0.5034,Extension
12,0.4487,0.4663,Extension
13,0.4194,0.4233,Extension
14,0.434,0.4516,Extension
15,0.437,0.4555,Extension
16,0.4389,0.4653,Extension
17,0.4673,0.5044,Extension
18,0.4526,0.477,Extension
19,0.4242,0.434,Extension
-,-,-,-
0,0.4262,0.4301,Extension
1,0.4262,0.4242,Extension
2,0.4311,0.4389,Extension
3,0.4633,0.4868,Extension
4,0.4506,0.4741,Extension
5,0.4291,0.4545,Extension
6,0.4223,0.4321,Extension
7,0.4409,0.433,Extension
8,0.4516,0.5044,Extension
9,0.6383,0.8133,Extension
10,0.5308,0.5738,Extension
11,0.4438,0.4868,Extension
12,0.4096,0.4037,Extension
13,0.3959,0.3812,Extension
14,0.3744,0.3392,Extension
15,0.3851,0.3539,Extension
16,0.4252,0.4321,Extension
17,0.4272,0.4487,Extension
18,0.4418,0.4682,Extension
19,0.4536,0.4878,Extension
-,-,-,-
0,0.4194,0.4311,Extension
1,0.3988,0.4115,Extension
2,0.4145,0.4223,Extension
3,0.4154,0.4223,Extension
4,0.437,0.4692,Extension
5,0.477,0.5503,Extension
6,0.478,0.5562,Extension
7,0.5503,0.5591,Extension
8,0.5953,0.7273,Extension
9,0.4946,0.5904,Extension
10,0.4418,0.4819,Extension
11,0.4888,0.5562,Extension
12,0.5152,0.6012,Extension
13,0.4663,0.5024,Extension
14,0.4282,0.4321,Extension
15,0.391,0.3832,Extension
16,0.3793,0.3646,Extension
17,0.4301,0.4506,Extension
18,0.4829,0.5269,Extension
19,0.4809,0.522,Extension
-,-,-,-
0,0.4428,0.4526,Extension
1,0.4008,0.393,Extension
2,0.3754,0.3363,Extension
3,0.4018,0.4008,Extension
4,0.5024,0.7116,Extension
5,0.5826,0.739,Extension
6,0.5982,0.8368,Extension
7,0.4555,0.5132,Extension
8,0.3881,0.3891,Extension
9,0.3851,0.3744,Extension
10,0.4321,0.4516,Extension
11,0.4516,0.4839,Extension
12,0.4702,0.5073,Extension
13,0.4526,0.4868,Extension
14,0.4096,0.4135,Extension
15,0.4008,0.4066,Extension
16,0.4311,0.4575,Extension
17,0.4399,0.4604,Extension
18,0.4321,0.4506,Extension
19,0.437,0.4653,Extension
-,-,-,-
0,0.4223,0.437,Extension
1,0.4145,0.4282,Extension
2,0.4448,0.4712,Extension
3,0.4282,0.4526,Extension
4,0.4174,0.4321,Extension
5,0.4262,0.4633,Extension
6,0.4213,0.4389,Extension
7,0.5024,0.6061,Extension
8,0.563,0.6804,Extension
9,0.6774,0.7058,Extension
10,0.4594,0.5083,Extension
11,0.4565,0.4839,Extension
12,0.4272,0.4526,Extension
13,0.4223,0.4428,Extension
14,0.4526,0.4897,Extension
15,0.4604,0.5044,Extension
16,0.4457,0.478,Extension
17,0.4438,0.4702,Extension
18,0.4272,0.4467,Extension
19,0.4164,0.4321,Extension
-,-,-,-
0,0.4252,0.4438,Extension
1,0.4477,0.478,Extension
2,0.4477,0.4741,Extension
3,0.4545,0.4888,Extension
4,0.437,0.4712,Extension
5,0.4115,0.4203,Extension
6,0.4252,0.4174,Extension
7,0.4565,0.4985,Extension
8,0.6139,0.6334,Extension
9,0.5562,0.7224,Extension
10,0.4936,0.5122,Extension
11,0.4418,0.4545,Extension
12,0.4233,0.4252,Extension
13,0.433,0.4594,Extension
14,0.4291,0.4506,Extension
15,0.4438,0.478,Extension
16,0.478,0.5249,Extension
17,0.4633,0.5034,Extension
18,0.4457,0.4741,Extension
19,0.4467,0.478,Extension
-,-,-,-
0,0.4125,0.4291,Extension
1,0.4096,0.4164,Extension
2,0.4467,0.478,Extension
3,0.4653,0.4946,Extension
4,0.4692,0.5152,Extension
5,0.4721,0.5054,Extension
6,0.4115,0.4252,Extension
7,0.4497,0.4809,Extension
8,0.5885,0.6676,Extension
9,0.5875,0.6745,Extension
10,0.5152,0.5806,Extension
11,0.5142,0.5621,Extension
12,0.4516,0.4809,Extension
13,0.39,0.3861,Extension
14,0.3832,0.3803,Extension
15,0.4135,0.436,Extension
16,0.4673,0.5093,Extension
17,0.5044,0.5689,Extension
18,0.4966,0.5591,Extension
19,0.4252,0.4467,Extension
-,-,-,-
0,0.3803,0.3695,Extension
1,0.3939,0.4037,Extension
2,0.4203,0.4399,Extension
3,0.4839,0.5376,Extension
4,0.5132,0.5748,Extension
5,0.4868,0.5152,Extension
6,0.4487,0.567,Extension
7,0.4741,0.5963,Extension
8,0.4653,0.5406,Extension
9,0.4751,0.5259,Extension
10,0.5024,0.5689,Extension
11,0.4751,0.5171,Extension
12,0.4555,0.4751,Extension
13,0.4301,0.4585,Extension
14,0.4213,0.4418,Extension
15,0.433,0.4545,Extension
16,0.4614,0.5005,Extension
17,0.4526,0.4888,Extension
18,0.437,0.4721,Extension
19,0.436,0.4702,Extension
-,-,-,-
0,0.4545,0.4985,Extension
1,0.4467,0.477,Extension
2,0.4428,0.4643,Extension
3,0.4565,0.4751,Extension
4,0.4272,0.436,Extension
5,0.4438,0.4633,Extension
6,0.4633,0.5406,Extension
7,0.522,0.6002,Extension
8,0.565,0.6178,Extension
9,0.5064,0.5376,Extension
10,0.4301,0.4457,Extension
11,0.434,0.4428,Extension
12,0.4545,0.4673,Extension
13,0.4575,0.479,Extension
14,0.4633,0.5015,Extension
15,0.4653,0.5112,Extension
16,0.437,0.4663,Extension
17,0.4223,0.4399,Extension
18,0.437,0.4594,Extension
19,0.4526,0.4829,Extension
-,-,-,-
0,0.4585,0.4966,Extension
1,0.4614,0.5015,Extension
2,0.4633,0.5015,Extension
3,0.4321,0.4379,Extension
4,0.4223,0.437,Extension
5,0.4389,0.4497,Extension
6,0.5191,0.5943,Extension
7,0.5875,0.6774,Extension
8,0.4995,0.5464,Extension
9,0.4487,0.4673,Extension
10,0.4311,0.4516,Extension
11,0.435,0.4594,Extension
12,0.435,0.4506,Extension
13,0.4487,0.4712,Extension
14,0.48,0.5269,Extension
15,0.4653,0.4995,Extension
16,0.4643,0.5005,Extension
17,0.4633,0.5034,Extension
18,0.4311,0.4477,Extension
19,0.4194,0.433,Extension
-,-,-,-
0,0.4575,0.4936,Extension
1,0.4663,0.5054,Extension
2,0.4917,0.5445,Extension
3,0.5005,0.565,Extension
4,0.4526,0.4809,Extension
5,0.3998,0.3998,Extension
6,0.4106,0.4233,Extension
7,0.435,0.4438,Extension
8,0.477,0.521,Extension
9,0.523,0.5855,Extension
10,0.5777,0.6618,Extension
11,0.5259,0.5738,Extension
12,0.4106,0.4213,Extension
13,0.4135,0.4321,Extension
14,0.4506,0.4907,Extension
15,0.5103,0.566,Extension
16,0.5376,0.6119,Extension
17,0.4761,0.5327,Extension
18,0.4213,0.4301,Extension
19,0.3891,0.4037,Extension
-,-,-,-
0,0.4027,0.4115,Extension
1,0.4604,0.4966,Extension
2,0.5191,0.5797,Extension
3,0.5005,0.5572,Extension
4,0.4438,0.4731,Extension
5,0.4194,0.4242,Extension
6,0.4702,0.4477,Extension
7,0.5464,0.5445,Extension
8,0.5152,0.5679,Extension
9,0.5054,0.5543,Extension
10,0.4565,0.4878,Extension
11,0.4448,0.4653,Extension
12,0.4242,0.435,Extension
13,0.4272,0.434,Extension
14,0.4448,0.4614,Extension
15,0.4604,0.4946,Extension
16,0.4457,0.4614,Extension
17,0.4467,0.4604,Extension
18,0.4428,0.4692,Extension
19,0.4487,0.4721,Extension
-,-,-,-
0,0.4506,0.4731,Extension
1,0.4624,0.5044,Extension
2,0.4418,0.4673,Extension
3,0.4262,0.4399,Extension
4,0.4487,0.4809,Extension
5,0.52,0.61,Extension
6,0.5367,0.7781,Extension
7,0.523,0.6197,Extension
8,0.4389,0.5005,Extension
9,0.4203,0.434,Extension
10,0.436,0.4477,Extension
11,0.4614,0.4956,Extension
12,0.4604,0.4936,Extension
13,0.4633,0.4917,Extension
14,0.4624,0.5005,Extension
15,0.435,0.4545,Extension
16,0.4233,0.433,Extension
17,0.4428,0.4633,Extension
18,0.4457,0.4751,Extension
19,0.4526,0.4829,Extension
-,-,-,-
0,0.4604,0.4917,Extension
1,0.4409,0.4721,Extension
2,0.4418,0.4477,Extension
3,0.4604,0.5024,Extension
4,0.5239,0.6706,Extension
5,0.5591,0.6061,Extension
6,0.4839,0.5376,Extension
7,0.4721,0.5122,Extension
8,0.4428,0.4663,Extension
9,0.4252,0.4389,Extension
10,0.4399,0.4721,Extension
11,0.4379,0.4594,Extension
12,0.4477,0.4712,Extension
13,0.4712,0.5112,Extension
14,0.4565,0.4956,Extension
15,0.4487,0.4712,Extension
16,0.434,0.4555,Extension
17,0.4194,0.4321,Extension
18,0.4145,0.4174,Extension
19,0.4477,0.4741,Extension
-,-,-,-
0,0.4751,0.5367,Extension
1,0.48,0.5386,Extension
2,0.4946,0.5249,Extension
3,0.4653,0.5132,Extension
4,0.4536,0.4888,Extension
5,0.4839,0.5787,Extension
6,0.4888,0.5728,Extension
7,0.5073,0.5826,Extension
8,0.4956,0.5679,Extension
9,0.4878,0.5288,Extension
10,0.4086,0.4194,Extension
11,0.3724,0.3558,Extension
12,0.4125,0.4252,Extension
13,0.4682,0.5083,Extension
14,0.4995,0.5621,Extension
15,0.4995,0.5718,Extension
16,0.4536,0.4917,Extension
17,0.3881,0.3812,Extension
18,0.3812,0.3744,Extension
19,0.4282,0.4565,Extension
-,-,-,-
0,0.477,0.5249,Extension
1,0.5161,0.5777,Extension
2,0.4868,0.5435,Extension
3,0.434,0.4497,Extension
4,0.3998,0.3959,Extension
5,0.4154,0.436,Extension
6,0.4536,0.4829,Extension
7,0.48,0.523,Extension
8,0.5376,0.5767,Extension
9,0.6354,0.7703,Extension
10,0.6813,0.8035,Extension
11,0.4839,0.5337,Extension
12,0.4555,0.4888,Extension
13,0.4487,0.4751,Extension
14,0.4585,0.4829,Extension
15,0.4526,0.4809,Extension
16,0.435,0.4565,Extension
17,0.4467,0.4761,Extension
18,0.4633,0.5073,Extension
19,0.4487,0.477,Extension
-,-,-,-
0,0.4438,0.4604,Extension
1,0.4457,0.4692,Extension
2,0.4311,0.4545,Extension
3,0.4467,0.4751,Extension
4,0.4673,0.5083,Extension
5,0.4633,0.5034,Extension
6,0.4389,0.4673,Extension
7,0.4282,0.4604,Extension
8,0.4233,0.4506,Extension
9,0.4487,0.4888,Extension
10,0.5816,0.7097,Extension
11,0.5767,0.7879,Extension
12,0.5044,0.5269,Extension
13,0.4624,0.4858,Extension
14,0.4516,0.478,Extension
15,0.4409,0.4702,Extension
16,0.4653,0.4956,Extension
17,0.4761,0.5249,Extension
18,0.4673,0.5083,Extension
19,0.4653,0.4985,Extension
-,-,-,-
0,0.4614,0.4917,Extension
1,0.4262,0.4457,Extension
2,0.4242,0.436,Extension
3,0.4545,0.4858,Extension
4,0.4624,0.4966,Extension
5,0.4643,0.4917,Extension
6,0.4673,0.5034,Extension
7,0.4457,0.4761,Extension
8,0.4585,0.4643,Extension
9,0.5406,0.5406,Extension
10,0.5562,0.6334,Extension
11,0.4751,0.5406,Extension
12,0.4868,0.521,Extension
13,0.4761,0.5142,Extension
14,0.4565,0.48,Extension
15,0.4477,0.4673,Extension
16,0.4389,0.4497,Extension
17,0.4321,0.4379,Extension
18,0.4585,0.4848,Extension
19,0.4907,0.5503,Extension
-,-,-,-
0,0.4829,0.5318,Extension
1,0.4614,0.4936,Extension
2,0.4448,0.4692,Extension
3,0.4066,0.4047,Extension
4,0.4213,0.4242,Extension
5,0.4653,0.5357,Extension
6,0.5327,0.6285,Extension
7,0.6139,0.825,Extension
8,0.6168,0.824,Extension
9,0.4594,0.4936,Extension
10,0.3891,0.3891,Extension
11,0.4282,0.4399,Extension
12,0.4702,0.5152,Extension
13,0.5161,0.5806,Extension
14,0.5181,0.5836,Extension
15,0.4614,0.4976,Extension
16,0.4008,0.3988,Extension
17,0.393,0.3822,Extension
18,0.4487,0.4809,Extension
19,0.4917,0.5376,Extension
-,-,-,-
0,0.5112,0.567,Extension
1,0.4995,0.5494,Extension
2,0.4409,0.4721,Extension
3,0.4194,0.4252,Extension
4,0.4673,0.4614,Extension
5,0.5132,0.5367,Extension
6,0.564,0.6735,Extension
7,0.5513,0.6325,Extension
8,0.4653,0.5142,Extension
9,0.436,0.4526,Extension
10,0.4467,0.4712,Extension
11,0.4594,0.4829,Extension
12,0.4594,0.478,Extension
13,0.4682,0.4985,Extension
14,0.4673,0.5024,Extension
15,0.4467,0.479,Extension
16,0.4565,0.4897,Extension
17,0.4721,0.5112,Extension
18,0.4633,0.4839,Extension
19,0.4418,0.4731,Extension
-,-,-,-
0,0.4585,0.4888,Extension
1,0.4418,0.4741,Extension
2,0.4673,0.5015,Extension
3,0.4839,0.5415,Extension
4,0.4976,0.5435,Extension
5,0.566,0.8006,Extension
6,0.5337,0.7204,Extension
7,0.4829,0.5181,Extension
8,0.4604,0.4966,Extension
9,0.4829,0.5269,Extension
10,0.4819,0.523,Extension
11,0.4633,0.4966,Extension
12,0.4604,0.4976,Extension
13,0.4506,0.4741,Extension
14,0.4321,0.4457,Extension
15,0.4614,0.4956,Extension
16,0.4653,0.5034,Extension
17,0.4633,0.4985,Extension
18,0.4624,0.4907,Extension
19,0.4457,0.477,Extension
-,-,-,-
0,0.4301,0.4477,Extension
1,0.4311,0.4506,Extension
2,0.4575,0.4888,Extension
3,0.4692,0.5083,Extension
4,0.477,0.5191,Extension
5,0.5239,0.5914,Extension
6,0.5728,0.6315,Extension
7,0.5161,0.5963,Extension
8,0.4917,0.52,Extension
9,0.4585,0.4858,Extension
10,0.4526,0.479,Extension
11,0.4858,0.5327,Extension
12,0.478,0.522,Extension
13,0.4497,0.48,Extension
14,0.4545,0.4848,Extension
15,0.434,0.4506,Extension
16,0.4321,0.4379,Extension
17,0.4731,0.5122,Extension
18,0.4946,0.5513,Extension
19,0.4868,0.5406,Extension
-,-,-,-
0,0.4624,0.4917,Extension
1,0.434,0.4457,Extension
2,0.4076,0.4047,Extension
3,0.4145,0.4448,Extension
4,0.5073,0.5855,Extension
5,0.6041,0.7791,Extension
6,0.6207,0.784,Extension
7,0.4878,0.5445,Extension
8,0.4125,0.4203,Extension
9,0.3978,0.393,Extension
10,0.4457,0.4809,Extension
11,0.4878,0.5455,Extension
12,0.522,0.5982,Extension
13,0.52,0.5797,Extension
14,0.4418,0.4761,Extension
15,0.391,0.3822,Extension
16,0.4096,0.4174,Extension
17,0.4497,0.4702,Extension
18,0.5005,0.563,Extension
19,0.5269,0.5924,Extension
-,-,-,-
0,0.4848,0.5396,Extension
1,0.4379,0.4467,Extension
2,0.4037,0.433,Extension
3,0.4526,0.4985,Extension
4,0.5914,0.7546,Extension
5,0.566,0.7087,Extension
6,0.5396,0.6109,Extension
7,0.4673,0.5288,Extension
8,0.4389,0.4604,Extension
9,0.4565,0.4829,Extension
10,0.4594,0.4897,Extension
11,0.4731,0.5024,Extension
12,0.4829,0.5288,Extension
13,0.4545,0.4858,Extension
14,0.4487,0.4819,Extension
15,0.4653,0.5054,Extension
16,0.4692,0.5112,Extension
17,0.4516,0.4819,Extension
18,0.4497,0.4858,Extension
19,0.4594,0.4956,Extension
-,-,-,-
0,0.4624,0.4829,Extension
1,0.4985,0.5171,Extension
2,0.5376,0.6452,Extension
3,0.5679,0.7322,Extension
4,0.5161,0.5562,Extension
5,0.4653,0.5054,Extension
6,0.4487,0.4653,Extension
7,0.4594,0.479,Extension
8,0.4897,0.5367,Extension
9,0.479,0.52,Extension
10,0.4633,0.4897,Extension
11,0.4653,0.5015,Extension
12,0.4457,0.4663,Extension
13,0.4448,0.4653,Extension
14,0.478,0.5171,Extension
15,0.4761,0.5191,Extension
16,0.4751,0.5083,Extension
17,0.4653,0.4936,Extension
18,0.4575,0.4888,Extension
19,0.4379,0.4585,Extension
-,-,-,-
0,0.4497,0.4751,Extension
1,0.4643,0.5034,Extension
2,0.4702,0.5015,Extension
3,0.48,0.5288,Extension
4,0.4721,0.5054,Extension
5,0.4448,0.4712,Extension
6,0.4526,0.4712,Extension
7,0.5386,0.6813,Extension
8,0.5875,0.7351,Extension
9,0.5181,0.5758,Extension
10,0.4956,0.564,Extension
11,0.48,0.522,Extension
12,0.4575,0.4966,Extension
13,0.4506,0.4751,Extension
14,0.4438,0.4604,Extension
15,0.4428,0.4653,Extension
16,0.4858,0.523,Extension
17,0.5044,0.5709,Extension
18,0.4848,0.5327,Extension
19,0.4721,0.5083,Extension
-,-,-,-
0,0.4252,0.4399,Extension
1,0.4037,0.3949,Extension
2,0.4379,0.4594,Extension
3,0.4946,0.5494,Extension
4,0.5103,0.5689,Extension
5,0.5044,0.5513,Extension
6,0.4585,0.4936,Extension
7,0.4565,0.5425,Extension
8,0.4682,0.4702,Extension
9,0.48,0.5181,Extension
10,0.5171,0.5689,Extension
11,0.5337,0.5914,Extension
12,0.5073,0.5591,Extension
13,0.435,0.4428,Extension
14,0.3891,0.3793,Extension
15,0.4203,0.4242,Extension
16,0.4761,0.5132,Extension
17,0.5112,0.5728,Extension
18,0.5298,0.5885,Extension
19,0.4858,0.5308,Extension
-,-,-,-
0,0.4233,0.436,Extension
1,0.4184,0.4242,Extension
2,0.4467,0.4682,Extension
3,0.48,0.5152,Extension
4,0.5064,0.5689,Extension
5,0.522,0.5601,Extension
6,0.5073,0.609,Extension
7,0.5034,0.5347,Extension
8,0.4741,0.5044,Extension
9,0.479,0.5239,Extension
10,0.4878,0.5161,Extension
11,0.4878,0.5191,Extension
12,0.4536,0.478,Extension
13,0.4536,0.4712,Extension
14,0.48,0.5122,Extension
15,0.4682,0.4985,Extension
16,0.4673,0.4868,Extension
17,0.4712,0.4966,Extension
18,0.4545,0.4721,Extension
19,0.4545,0.477,Extension
-,-,-,-
0,0.4731,0.5103,Extension
1,0.4829,0.5269,Extension
2,0.4633,0.4956,Extension
3,0.4594,0.4819,Extension
4,0.4506,0.4751,Extension
5,0.4428,0.477,Extension
6,0.5494,0.6256,Extension
7,0.6237,0.7263,Extension
8,0.5034,0.5797,Extension
9,0.4819,0.5269,Extension
10,0.4751,0.5122,Extension
11,0.4477,0.4663,Extension
12,0.4594,0.477,Extension
13,0.4731,0.5112,Extension
14,0.4839,0.5249,Extension
15,0.4868,0.5269,Extension
16,0.4907,0.5357,Extension
17,0.4604,0.4839,Extension
18,0.4418,0.4575,Extension
19,0.4585,0.4878,Extension
-,-,-,-
0,0.4751,0.5122,Extension
1,0.479,0.5152,Extension
2,0.4946,0.5455,Extension
3,0.4741,0.5054,Extension
4,0.4565,0.4712,Extension
5,0.478,0.4829,Extension
6,0.5474,0.5357,Extension
7,0.5797,0.6588,Extension
8,0.5181,0.5846,Extension
9,0.4956,0.5445,Extension
10,0.4829,0.5181,Extension
11,0.4702,0.5044,Extension
12,0.4555,0.477,Extension
13,0.4418,0.4516,Extension
14,0.4643,0.4878,Extension
15,0.4966,0.5513,Extension
16,0.5073,0.563,Extension
17,0.5054,0.5562,Extension
18,0.4751,0.5112,Extension
19,0.4282,0.4291,Extension
-,-,-,-
0,0.4184,0.4164,Extension
1,0.4673,0.5044,Extension
2,0.5064,0.567,Extension
3,0.5376,0.6012,Extension
4,0.5181,0.5718,Extension
5,0.5484,0.6188,Extension
6,0.5093,0.65,Extension
7,0.5367,0.5318,Extension
8,0.4839,0.5142,Extension
9,0.5269,0.5885,Extension
10,0.5464,0.6237,Extension
11,0.4917,0.5327,Extension
12,0.437,0.437,Extension
13,0.4184,0.4125,Extension
14,0.435,0.4477,Extension
15,0.4858,0.5269,Extension
16,0.5474,0.6207,Extension
17,0.5279,0.5904,Extension
18,0.4643,0.4858,Extension
19,0.4321,0.4428,Extension
-,-,-,-
0,0.4223,0.4301,Extension
1,0.4506,0.4653,Extension
2,0.5015,0.5415,Extension
3,0.5259,0.5601,Extension
4,0.6921,0.7195,Extension
5,0.5601,0.6901,Extension
6,0.4643,0.5073,Extension
7,0.4487,0.477,Extension
8,0.4702,0.5005,Extension
9,0.4927,0.5327,Extension
10,0.4663,0.4907,Extension
11,0.4604,0.4888,Extension
12,0.4633,0.4936,Extension
13,0.4653,0.4956,Extension
14,0.4721,0.5024,Extension
15,0.48,0.5152,Extension
16,0.4497,0.4663,Extension
17,0.4536,0.4741,Extension
18,0.4721,0.5093,Extension
19,0.4643,0.5083,Extension
-,-,-,-
0,0.4868,0.521,Extension
1,0.5005,0.5396,Extension
2,0.5357,0.5386,Extension
3,0.5709,0.6598,Extension
4,0.6344,0.6559,Extension
5,0.4956,0.5474,Extension
6,0.4966,0.5494,Extension
7,0.5044,0.5552,Extension
8,0.4702,0.4966,Extension
9,0.4624,0.4721,Extension
10,0.4653,0.4878,Extension
11,0.4565,0.48,Extension
12,0.4682,0.4966,Extension
13,0.4927,0.5259,Extension
14,0.4848,0.521,Extension
15,0.4731,0.4946,Extension
16,0.4682,0.4976,Extension
17,0.4477,0.4536,Extension
18,0.4477,0.4653,Extension
19,0.4731,0.5005,Extension
-,-,-,-
0,0.4829,0.522,Extension
1,0.4721,0.5034,Extension
2,0.4809,0.5161,Extension
3,0.4555,0.4829,Extension
4,0.4516,0.4839,Extension
5,0.4633,0.5406,Extension
6,0.652,0.8221,Extension
7,0.5767,0.7146,Extension
8,0.5122,0.5621,Extension
9,0.4976,0.5396,Extension
10,0.4614,0.4839,Extension
11,0.4555,0.4712,Extension
12,0.4516,0.4692,Extension
13,0.4526,0.4702,Extension
14,0.4995,0.5464,Extension
15,0.5181,0.5797,Extension
16,0.4907,0.5288,Extension
17,0.4721,0.4976,Extension
18,0.4282,0.4301,Extension
19,0.4135,0.4027,Extension
-,-,-,-
0,0.4673,0.4897,Extension
1,0.5073,0.567,Extension
2,0.522,0.5943,Extension
3,0.5024,0.5611,Extension
4,0.4487,0.4614,Extension
5,0.4467,0.4673,Extension
6,0.5288,0.7498,Extension
7,0.5679,0.7087,Extension
8,0.5494,0.6745,Extension
9,0.5543,0.6422,Extension
10,0.4956,0.5464,Extension
11,0.4311,0.4242,Extension
12,0.3978,0.3842,Extension
13,0.4428,0.4565,Extension
14,0.5015,0.5367,Extension
15,0.5337,0.5963,Extension
16,0.523,0.5846,Extension
17,0.4653,0.4897,Extension
18,0.4164,0.4154,Extension
19,0.4272,0.4428,Extension
-,-,-,-
0,0.4673,0.4976,Extension
1,0.4966,0.5376,Extension
2,0.5171,0.5806,Extension
3,0.479,0.5191,Extension
4,0.4389,0.4614,Extension
5,0.5679,0.6305,Extension
6,0.5562,0.6549,Extension
7,0.6276,0.781,Extension
8,0.6031,0.7107,Extension
9,0.4927,0.5337,Extension
10,0.4614,0.478,Extension
11,0.48,0.5083,Extension
12,0.4721,0.4995,Extension
13,0.4721,0.5024,Extension
14,0.4858,0.5142,Extension
15,0.4555,0.4682,Extension
16,0.4487,0.4545,Extension
17,0.4741,0.5024,Extension
18,0.479,0.5054,Extension
19,0.4829,0.5122,Extension
-,-,-,-
0,0.4917,0.5269,Extension
1,0.4526,0.4712,Extension
2,0.4457,0.4575,Extension
3,0.4643,0.4995,Extension
4,0.4721,0.5249,Extension
5,0.522,0.6031,Extension
6,0.5826,0.7302,Extension
7,0.7195,0.9589,Extension
8,0.6628,0.915,Extension
9,0.4966,0.5748,Extension
10,0.4712,0.52,Extension
11,0.48,0.52,Extension
12,0.5112,0.5533,Extension
13,0.5005,0.5396,Extension
14,0.4663,0.4858,Extension
15,0.4682,0.4897,Extension
16,0.4604,0.4829,Extension
17,0.4614,0.4819,Extension
18,0.4966,0.5337,Extension
19,0.4927,0.5308,Extension
-,-,-,-
0,0.4819,0.5161,Extension
1,0.4673,0.4946,Extension
2,0.4702,0.4917,Extension
3,0.4526,0.4712,Extension
4,0.4741,0.4946,Extension
5,0.5239,0.5621,Extension
6,0.7028,1,Extension
7,0.6794,0.9042,Extension
8,0.5464,0.6706,Extension
9,0.4585,0.5044,Extension
10,0.4448,0.4506,Extension
11,0.4614,0.4839,Extension
12,0.4761,0.4966,Extension
13,0.5112,0.5591,Extension
14,0.5347,0.5982,Extension
15,0.4927,0.5318,Extension
16,0.4545,0.4594,Extension
17,0.4516,0.4575,Extension
18,0.4506,0.4487,Extension
19,0.5015,0.5406,Extension
-,-,-,-
0,0.5552,0.6403,Extension
1,0.521,0.5894,Extension
2,0.4819,0.5318,Extension
3,0.434,0.4438,Extension
4,0.4066,0.392,Extension
5,0.4379,0.4487,Extension
6,0.566,0.5865,Extension
7,0.5934,0.7429,Extension
8,0.5963,0.7058,Extension
9,0.6109,0.694,Extension
10,0.4448,0.4829,Extension
11,0.4174,0.433,Extension
12,0.4819,0.5367,Extension
13,0.5279,0.5943,Extension
14,0.5455,0.6188,Extension
15,0.5337,0.5904,Extension
16,0.4624,0.479,Extension
17,0.4242,0.4203,Extension
18,0.4653,0.48,Extension
19,0.5064,0.5415,Extension
-,-,-,-
