TimeCoordinate,Channel_1,Channel_2,Label
6,0.1642,0.1398,Flexion
7,0.1632,0.1417,Flexion
8,0.1711,0.1505,Flexion
9,0.1906,0.1457,Flexion
10,0.2004,0.1662,Flexion
11,0.2405,0.26,Flexion
12,0.1916,0.1857,Flexion
13,0.1662,0.1447,Flexion
14,0.1681,0.1437,Flexion
15,0.172,0.1544,Flexion
16,0.174,0.1525,Flexion
17,0.1662,0.1457,Flexion
18,0.1613,0.1398,Flexion
19,0.1681,0.1505,Flexion
-,-,-,-
0,0.1681,0.1476,Flexion
1,0.1642,0.1417,Flexion
2,0.172,0.1505,Flexion
3,0.173,0.1525,Flexion
4,0.1672,0.1437,Flexion
5,0.1613,0.1378,Flexion
6,0.1593,0.1339,Flexion
7,0.1613,0.1642,Flexion
8,0.2493,0.2444,Flexion
9,0.2522,0.2307,Flexion
10,0.2151,0.1877,Flexion
11,0.176,0.1525,Flexion
12,0.1564,0.1271,Flexion
13,0.1525,0.1261,Flexion
14,0.1613,0.1349,Flexion
15,0.1711,0.1515,Flexion
16,0.1828,0.1662,Flexion
17,0.1867,0.1701,Flexion
18,0.172,0.1515,Flexion
19,0.1496,0.1232,Flexion
-,-,-,-
0,0.1388,0.1114,Flexion
1,0.1535,0.1329,Flexion
2,0.1662,0.1486,Flexion
3,0.1857,0.1672,Flexion
4,0.1857,0.1691,Flexion
5,0.1857,0.1544,Flexion
6,0.2287,0.1955,Flexion
7,0.176,0.1535,Flexion
8,0.1652,0.1378,Flexion
9,0.1799,0.1535,Flexion
10,0.1867,0.1691,Flexion
11,0.174,0.1544,Flexion
12,0.1691,0.1476,Flexion
13,0.1505,0.1281,Flexion
14,0.1476,0.1222,Flexion
15,0.1603,0.1388,Flexion
16,0.1799,0.1593,Flexion
17,0.1769,0.1525,Flexion
18,0.1603,0.1378,Flexion
19,0.217,0.1535,Flexion
-,-,-,-
0,0.1916,0.1984,Flexion
1,0.1926,0.1779,Flexion
2,0.1681,0.1447,Flexion
3,0.173,0.1515,Flexion
4,0.1672,0.1427,Flexion
5,0.1584,0.1359,Flexion
6,0.1603,0.1427,Flexion
7,0.1691,0.1476,Flexion
8,0.1681,0.1466,Flexion
9,0.1623,0.1378,Flexion
10,0.1603,0.1378,Flexion
11,0.1593,0.1339,Flexion
12,0.1593,0.1329,Flexion
13,0.1799,0.1554,Flexion
14,0.2297,0.1994,Flexion
15,0.2678,0.2502,Flexion
16,0.218,0.1867,Flexion
17,0.1681,0.1359,Flexion
18,0.1652,0.1398,Flexion
19,0.1613,0.1388,Flexion
-,-,-,-
0,0.1662,0.1466,Flexion
1,0.174,0.1544,Flexion
2,0.175,0.1544,Flexion
3,0.1623,0.1388,Flexion
4,0.1554,0.129,Flexion
5,0.1623,0.1398,Flexion
6,0.1613,0.1408,Flexion
7,0.1623,0.1417,Flexion
8,0.1662,0.1447,Flexion
9,0.1691,0.1447,Flexion
10,0.1613,0.1329,Flexion
11,0.1535,0.1369,Flexion
12,0.2053,0.176,Flexion
13,0.259,0.2512,Flexion
14,0.1818,0.1486,Flexion
15,0.1672,0.1408,Flexion
16,0.1701,0.1437,Flexion
17,0.1632,0.1369,Flexion
18,0.1574,0.1329,Flexion
19,0.1642,0.1417,Flexion
-,-,-,-
0,0.1681,0.1476,Flexion
1,0.1652,0.1408,Flexion
2,0.1672,0.1437,Flexion
3,0.173,0.1515,Flexion
4,0.1691,0.1466,Flexion
5,0.1603,0.1339,Flexion
6,0.1525,0.1329,Flexion
7,0.1574,0.1339,Flexion
8,0.1574,0.1339,Flexion
9,0.1632,0.1417,Flexion
10,0.173,0.1564,Flexion
11,0.172,0.1525,Flexion
12,0.1662,0.1329,Flexion
13,0.1691,0.1691,Flexion
14,0.219,0.2268,Flexion
15,0.1789,0.1466,Flexion
16,0.175,0.1544,Flexion
17,0.1828,0.1623,Flexion
18,0.1789,0.1613,Flexion
19,0.1564,0.1329,Flexion
-,-,-,-
0,0.1398,0.1114,Flexion
1,0.1476,0.1251,Flexion
2,0.1662,0.1476,Flexion
3,0.1818,0.1662,Flexion
4,0.1808,0.1652,Flexion
5,0.172,0.1525,Flexion
6,0.1476,0.1241,Flexion
7,0.1369,0.1075,Flexion
8,0.1496,0.1212,Flexion
9,0.1711,0.1486,Flexion
10,0.1818,0.1593,Flexion
11,0.2023,0.1769,Flexion
12,0.2454,0.1779,Flexion
13,0.1965,0.173,Flexion
14,0.1466,0.1202,Flexion
15,0.1525,0.1251,Flexion
16,0.1769,0.1515,Flexion
17,0.1769,0.1554,Flexion
18,0.1652,0.1398,Flexion
19,0.1525,0.13,Flexion
-,-,-,-
0,0.1574,0.1359,Flexion
1,0.1593,0.1349,Flexion
2,0.1632,0.1417,Flexion
3,0.1691,0.1457,Flexion
4,0.1662,0.1427,Flexion
5,0.1544,0.13,Flexion
6,0.1544,0.1271,Flexion
7,0.1681,0.1369,Flexion
8,0.1711,0.1388,Flexion
9,0.1681,0.1281,Flexion
10,0.1789,0.1779,Flexion
11,0.2258,0.2317,Flexion
12,0.1838,0.1662,Flexion
13,0.1603,0.1359,Flexion
14,0.1691,0.1466,Flexion
15,0.1711,0.1476,Flexion
16,0.1642,0.1388,Flexion
17,0.1574,0.132,Flexion
18,0.1584,0.1359,Flexion
19,0.1603,0.1369,Flexion
-,-,-,-
0,0.1632,0.1398,Flexion
1,0.1642,0.1447,Flexion
2,0.1652,0.1437,Flexion
3,0.1535,0.129,Flexion
4,0.1623,0.1417,Flexion
5,0.1554,0.1271,Flexion
6,0.1681,0.1466,Flexion
7,0.1838,0.1544,Flexion
8,0.218,0.2219,Flexion
9,0.1828,0.1437,Flexion
10,0.1613,0.1329,Flexion
11,0.1525,0.1241,Flexion
12,0.1554,0.1329,Flexion
13,0.1681,0.1466,Flexion
14,0.1662,0.1427,Flexion
15,0.1613,0.1398,Flexion
16,0.1593,0.1369,Flexion
17,0.1613,0.1388,Flexion
18,0.1554,0.132,Flexion
19,0.1535,0.132,Flexion
-,-,-,-
0,0.1603,0.1378,Flexion
1,0.1613,0.1378,Flexion
2,0.1564,0.132,Flexion
3,0.1564,0.1349,Flexion
4,0.1593,0.1388,Flexion
5,0.1574,0.13,Flexion
6,0.1486,0.1222,Flexion
7,0.1623,0.1271,Flexion
8,0.1818,0.1496,Flexion
9,0.2004,0.1916,Flexion
10,0.1799,0.1574,Flexion
11,0.1711,0.1486,Flexion
12,0.1632,0.1388,Flexion
13,0.1505,0.1222,Flexion
14,0.1466,0.1251,Flexion
15,0.1652,0.1457,Flexion
16,0.1808,0.1672,Flexion
17,0.1828,0.1672,Flexion
18,0.173,0.1544,Flexion
19,0.1603,0.1417,Flexion
-,-,-,-
0,0.1457,0.1212,Flexion
1,0.1457,0.1202,Flexion
2,0.1662,0.1437,Flexion
3,0.1867,0.1701,Flexion
4,0.1848,0.1652,Flexion
5,0.1632,0.1408,Flexion
6,0.1544,0.131,Flexion
7,0.1486,0.1153,Flexion
8,0.1857,0.1681,Flexion
9,0.2542,0.2424,Flexion
10,0.3118,0.305,Flexion
11,0.2239,0.2033,Flexion
12,0.1632,0.1417,Flexion
13,0.1437,0.1212,Flexion
14,0.1544,0.129,Flexion
15,0.1603,0.1378,Flexion
16,0.173,0.1544,Flexion
17,0.1789,0.1623,Flexion
18,0.176,0.1525,Flexion
19,0.1593,0.1369,Flexion
-,-,-,-
0,0.1515,0.1281,Flexion
1,0.1642,0.1369,Flexion
2,0.172,0.1505,Flexion
3,0.1662,0.1427,Flexion
4,0.1603,0.1378,Flexion
5,0.1681,0.1427,Flexion
6,0.1828,0.1535,Flexion
7,0.2151,0.1789,Flexion
8,0.1926,0.1789,Flexion
9,0.1769,0.1525,Flexion
10,0.1603,0.1349,Flexion
11,0.1535,0.1281,Flexion
12,0.1623,0.1388,Flexion
13,0.1681,0.1476,Flexion
14,0.1701,0.1486,Flexion
15,0.1691,0.1466,Flexion
16,0.1662,0.1427,Flexion
17,0.1584,0.1329,Flexion
18,0.1525,0.1271,Flexion
19,0.1623,0.1349,Flexion
-,-,-,-
0,0.172,0.1505,Flexion
1,0.1691,0.1466,Flexion
2,0.1652,0.1447,Flexion
3,0.1632,0.1457,Flexion
4,0.1544,0.1427,Flexion
5,0.2004,0.1603,Flexion
6,0.2405,0.1935,Flexion
7,0.2317,0.2551,Flexion
8,0.1769,0.1642,Flexion
9,0.1662,0.1388,Flexion
10,0.1603,0.1329,Flexion
11,0.1672,0.1427,Flexion
12,0.1613,0.1369,Flexion
13,0.1623,0.1408,Flexion
14,0.1701,0.1505,Flexion
15,0.173,0.1515,Flexion
16,0.1652,0.1427,Flexion
17,0.1603,0.1369,Flexion
18,0.1632,0.1427,Flexion
19,0.1652,0.1447,Flexion
-,-,-,-
0,0.1613,0.1388,Flexion
1,0.1632,0.1408,Flexion
2,0.1769,0.1574,Flexion
3,0.1965,0.1926,Flexion
4,0.2405,0.2092,Flexion
5,0.2326,0.2102,Flexion
6,0.1848,0.1691,Flexion
7,0.1623,0.1349,Flexion
8,0.1613,0.1359,Flexion
9,0.175,0.1554,Flexion
10,0.1857,0.1642,Flexion
11,0.175,0.1535,Flexion
12,0.1593,0.1339,Flexion
13,0.1564,0.131,Flexion
14,0.1525,0.1251,Flexion
15,0.1632,0.1427,Flexion
16,0.1769,0.1564,Flexion
17,0.1877,0.1711,Flexion
18,0.1691,0.1476,Flexion
19,0.1486,0.1251,Flexion
-,-,-,-
0,0.1388,0.1153,Flexion
1,0.1505,0.13,Flexion
2,0.1711,0.1515,Flexion
3,0.2072,0.1984,Flexion
4,0.2502,0.2151,Flexion
5,0.259,0.2405,Flexion
6,0.1574,0.1232,Flexion
7,0.1378,0.1085,Flexion
8,0.1564,0.1369,Flexion
9,0.176,0.1593,Flexion
10,0.1848,0.1701,Flexion
11,0.1818,0.1662,Flexion
12,0.1701,0.1525,Flexion
13,0.1505,0.129,Flexion
14,0.1476,0.1261,Flexion
15,0.1642,0.1457,Flexion
16,0.1789,0.1613,Flexion
17,0.1779,0.1574,Flexion
18,0.1701,0.1466,Flexion
19,0.1584,0.1349,Flexion
-,-,-,-
0,0.1593,0.1369,Flexion
1,0.1613,0.1378,Flexion
2,0.1662,0.1437,Flexion
3,0.1789,0.1525,Flexion
4,0.1984,0.175,Flexion
5,0.1701,0.1525,Flexion
6,0.1584,0.1398,Flexion
7,0.1681,0.1427,Flexion
8,0.1672,0.1437,Flexion
9,0.1623,0.1388,Flexion
10,0.1584,0.1359,Flexion
11,0.1574,0.1339,Flexion
12,0.1564,0.131,Flexion
13,0.1642,0.1417,Flexion
14,0.1779,0.1564,Flexion
15,0.172,0.1466,Flexion
16,0.1632,0.1359,Flexion
17,0.1554,0.1281,Flexion
18,0.1564,0.1329,Flexion
19,0.1574,0.1369,Flexion
-,-,-,-
0,0.1652,0.1437,Flexion
1,0.1711,0.1466,Flexion
2,0.172,0.1486,Flexion
3,0.172,0.1584,Flexion
4,0.2229,0.1701,Flexion
5,0.174,0.1476,Flexion
6,0.1681,0.1437,Flexion
7,0.1681,0.1447,Flexion
8,0.1662,0.1447,Flexion
9,0.1672,0.1466,Flexion
10,0.1681,0.1466,Flexion
11,0.1574,0.1359,Flexion
12,0.1613,0.1388,Flexion
13,0.1711,0.1515,Flexion
14,0.1691,0.1496,Flexion
15,0.1652,0.1466,Flexion
16,0.1672,0.1486,Flexion
17,0.1672,0.1486,Flexion
18,0.1623,0.1437,Flexion
19,0.1593,0.1398,Flexion
-,-,-,-
0,0.175,0.1564,Flexion
1,0.1848,0.1681,Flexion
2,0.174,0.1554,Flexion
3,0.175,0.1544,Flexion
4,0.1808,0.1613,Flexion
5,0.1701,0.1496,Flexion
6,0.1613,0.1398,Flexion
7,0.1642,0.1398,Flexion
8,0.2297,0.1818,Flexion
9,0.2248,0.2014,Flexion
10,0.1906,0.1652,Flexion
11,0.1818,0.1535,Flexion
12,0.1701,0.1466,Flexion
13,0.1564,0.132,Flexion
14,0.1584,0.1359,Flexion
15,0.176,0.1593,Flexion
16,0.1926,0.1779,Flexion
17,0.1877,0.1701,Flexion
18,0.1701,0.1535,Flexion
19,0.1544,0.131,Flexion
-,-,-,-
0,0.1466,0.1232,Flexion
1,0.1496,0.1261,Flexion
2,0.1681,0.1505,Flexion
3,0.1945,0.175,Flexion
4,0.1867,0.1681,Flexion
5,0.1642,0.1398,Flexion
6,0.1505,0.1212,Flexion
7,0.1476,0.1193,Flexion
8,0.2004,0.1408,Flexion
9,0.218,0.2072,Flexion
10,0.2248,0.2072,Flexion
11,0.1984,0.172,Flexion
12,0.1642,0.1408,Flexion
13,0.1525,0.1281,Flexion
14,0.1593,0.1369,Flexion
15,0.1691,0.1486,Flexion
16,0.1799,0.1584,Flexion
17,0.1896,0.1691,Flexion
18,0.1828,0.1593,Flexion
19,0.1642,0.1408,Flexion
-,-,-,-
0,0.1613,0.1388,Flexion
1,0.173,0.1505,Flexion
2,0.1838,0.1603,Flexion
3,0.1789,0.1535,Flexion
4,0.1711,0.1457,Flexion
5,0.1711,0.1447,Flexion
6,0.1574,0.131,Flexion
7,0.1603,0.1339,Flexion
8,0.1681,0.1437,Flexion
9,0.1711,0.1535,Flexion
10,0.1887,0.176,Flexion
11,0.2268,0.2082,Flexion
12,0.1857,0.1779,Flexion
13,0.176,0.1505,Flexion
14,0.1711,0.1466,Flexion
15,0.1711,0.1398,Flexion
16,0.1701,0.1447,Flexion
17,0.1632,0.1369,Flexion
18,0.1593,0.1329,Flexion
19,0.1662,0.1417,Flexion
-,-,-,-
0,0.172,0.1505,Flexion
1,0.174,0.1515,Flexion
2,0.1672,0.1417,Flexion
3,0.1632,0.1359,Flexion
4,0.1652,0.1378,Flexion
5,0.1593,0.132,Flexion
6,0.1623,0.1349,Flexion
7,0.1662,0.1486,Flexion
8,0.1955,0.1593,Flexion
9,0.2326,0.216,Flexion
10,0.2209,0.2385,Flexion
11,0.2023,0.1984,Flexion
12,0.174,0.1564,Flexion
13,0.1642,0.1427,Flexion
14,0.1691,0.1457,Flexion
15,0.1769,0.1554,Flexion
16,0.172,0.1466,Flexion
17,0.1632,0.1388,Flexion
18,0.1623,0.1408,Flexion
19,0.1681,0.1476,Flexion
-,-,-,-
0,0.1642,0.1427,Flexion
1,0.1681,0.1457,Flexion
2,0.1779,0.1544,Flexion
3,0.1769,0.1544,Flexion
4,0.1652,0.1388,Flexion
5,0.1623,0.1378,Flexion
6,0.1613,0.1339,Flexion
7,0.1593,0.131,Flexion
8,0.1652,0.1388,Flexion
9,0.173,0.1564,Flexion
10,0.1857,0.1613,Flexion
11,0.2033,0.1984,Flexion
12,0.2063,0.1965,Flexion
13,0.2219,0.2424,Flexion
14,0.1965,0.2014,Flexion
15,0.1789,0.1505,Flexion
16,0.1848,0.1632,Flexion
17,0.1906,0.1681,Flexion
18,0.1691,0.1466,Flexion
19,0.1466,0.1202,Flexion
-,-,-,-
0,0.1427,0.1183,Flexion
1,0.1623,0.1339,Flexion
2,0.1779,0.1535,Flexion
3,0.1848,0.1652,Flexion
4,0.1877,0.1652,Flexion
5,0.1642,0.1398,Flexion
6,0.1427,0.1134,Flexion
7,0.1388,0.1114,Flexion
8,0.1603,0.1388,Flexion
9,0.1818,0.1642,Flexion
10,0.1828,0.1662,Flexion
11,0.172,0.1515,Flexion
12,0.1613,0.1378,Flexion
13,0.2346,0.2004,Flexion
14,0.2454,0.2375,Flexion
15,0.1867,0.1554,Flexion
16,0.1975,0.1672,Flexion
17,0.1779,0.1515,Flexion
18,0.1584,0.132,Flexion
19,0.1564,0.131,Flexion
-,-,-,-
0,0.1672,0.1427,Flexion
1,0.1662,0.1437,Flexion
2,0.1701,0.1476,Flexion
3,0.1681,0.1466,Flexion
4,0.1642,0.1398,Flexion
5,0.1574,0.131,Flexion
6,0.1593,0.1339,Flexion
7,0.1691,0.1447,Flexion
8,0.174,0.1457,Flexion
9,0.1632,0.1369,Flexion
10,0.1603,0.1261,Flexion
11,0.175,0.173,Flexion
12,0.2229,0.2043,Flexion
13,0.2043,0.1535,Flexion
14,0.175,0.1525,Flexion
15,0.174,0.1466,Flexion
16,0.1632,0.1369,Flexion
17,0.1584,0.1339,Flexion
18,0.1662,0.1466,Flexion
19,0.172,0.1496,Flexion
-,-,-,-
0,0.1701,0.1505,Flexion
1,0.1701,0.1515,Flexion
2,0.172,0.1496,Flexion
3,0.1642,0.1388,Flexion
4,0.1593,0.1329,Flexion
5,0.1632,0.1408,Flexion
6,0.1711,0.1486,Flexion
7,0.176,0.1496,Flexion
8,0.1701,0.1427,Flexion
9,0.2072,0.1857,Flexion
10,0.2219,0.1799,Flexion
11,0.1818,0.1349,Flexion
12,0.1652,0.1359,Flexion
13,0.176,0.1505,Flexion
14,0.1711,0.1457,Flexion
15,0.1691,0.1437,Flexion
16,0.1652,0.1388,Flexion
17,0.1681,0.1476,Flexion
18,0.1632,0.1408,Flexion
19,0.1632,0.1398,Flexion
-,-,-,-
0,0.1691,0.1457,Flexion
1,0.1711,0.1496,Flexion
2,0.1691,0.1437,Flexion
3,0.1662,0.1427,Flexion
4,0.1701,0.1476,Flexion
5,0.1603,0.1369,Flexion
6,0.1652,0.131,Flexion
7,0.1808,0.1681,Flexion
8,0.2063,0.2072,Flexion
9,0.1945,0.1632,Flexion
10,0.176,0.1515,Flexion
11,0.1691,0.1466,Flexion
12,0.1564,0.129,Flexion
13,0.1476,0.1183,Flexion
14,0.1623,0.1349,Flexion
15,0.1887,0.1652,Flexion
16,0.1926,0.172,Flexion
17,0.1789,0.1544,Flexion
18,0.1574,0.131,Flexion
19,0.1505,0.1251,Flexion
-,-,-,-
0,0.1515,0.1251,Flexion
1,0.1662,0.1427,Flexion
2,0.1877,0.1681,Flexion
3,0.1945,0.175,Flexion
4,0.172,0.1496,Flexion
5,0.1584,0.1388,Flexion
6,0.1613,0.1496,Flexion
7,0.1906,0.1466,Flexion
8,0.216,0.1935,Flexion
9,0.1926,0.1769,Flexion
10,0.1984,0.174,Flexion
11,0.1711,0.1466,Flexion
12,0.1515,0.1271,Flexion
13,0.1515,0.1339,Flexion
14,0.1681,0.1476,Flexion
15,0.1769,0.1593,Flexion
16,0.1848,0.1662,Flexion
17,0.1818,0.1652,Flexion
18,0.1623,0.1427,Flexion
19,0.1525,0.132,Flexion
-,-,-,-
0,0.1603,0.1388,Flexion
1,0.172,0.1496,Flexion
2,0.1711,0.1496,Flexion
3,0.1681,0.1408,Flexion
4,0.1623,0.1427,Flexion
5,0.1779,0.1525,Flexion
6,0.2121,0.2121,Flexion
7,0.2356,0.2014,Flexion
8,0.1906,0.1603,Flexion
9,0.1652,0.1417,Flexion
10,0.1554,0.129,Flexion
11,0.1623,0.1398,Flexion
12,0.1691,0.1437,Flexion
13,0.172,0.1505,Flexion
14,0.172,0.1486,Flexion
15,0.172,0.1476,Flexion
16,0.1642,0.1349,Flexion
17,0.1564,0.13,Flexion
18,0.1632,0.1408,Flexion
19,0.1691,0.1466,Flexion
-,-,-,-
0,0.1691,0.1447,Flexion
1,0.1691,0.1427,Flexion
2,0.1691,0.1457,Flexion
3,0.1584,0.132,Flexion
4,0.1544,0.1261,Flexion
5,0.1584,0.132,Flexion
6,0.1681,0.1417,Flexion
7,0.174,0.1427,Flexion
8,0.1935,0.1887,Flexion
9,0.2307,0.1896,Flexion
10,0.2493,0.2395,Flexion
11,0.1877,0.1554,Flexion
12,0.1652,0.1427,Flexion
13,0.1711,0.1496,Flexion
14,0.1701,0.1496,Flexion
15,0.1642,0.1427,Flexion
16,0.1613,0.1388,Flexion
17,0.1662,0.1447,Flexion
18,0.1613,0.1417,Flexion
19,0.1603,0.1369,Flexion
-,-,-,-
0,0.1652,0.1417,Flexion
1,0.1691,0.1437,Flexion
2,0.1642,0.1427,Flexion
3,0.1642,0.1427,Flexion
4,0.1857,0.1603,Flexion
5,0.1945,0.1965,Flexion
6,0.2082,0.2287,Flexion
7,0.2307,0.2512,Flexion
8,0.2033,0.1848,Flexion
9,0.1867,0.1632,Flexion
10,0.173,0.1505,Flexion
11,0.1613,0.1378,Flexion
12,0.1564,0.131,Flexion
13,0.1515,0.1251,Flexion
14,0.1623,0.1388,Flexion
15,0.1818,0.1642,Flexion
16,0.1896,0.172,Flexion
17,0.172,0.1505,Flexion
18,0.1515,0.129,Flexion
19,0.1457,0.1193,Flexion
-,-,-,-
0,0.1466,0.1222,Flexion
1,0.1632,0.1349,Flexion
2,0.1818,0.1613,Flexion
3,0.1877,0.1672,Flexion
4,0.1652,0.1417,Flexion
5,0.1632,0.1437,Flexion
6,0.1887,0.1505,Flexion
7,0.2356,0.2004,Flexion
8,0.2287,0.2287,Flexion
9,0.2082,0.176,Flexion
10,0.1955,0.1662,Flexion
11,0.1662,0.1457,Flexion
12,0.1476,0.1241,Flexion
13,0.1554,0.132,Flexion
14,0.1681,0.1437,Flexion
15,0.1799,0.1564,Flexion
16,0.1799,0.1564,Flexion
17,0.175,0.1544,Flexion
18,0.1544,0.13,Flexion
19,0.1496,0.1261,Flexion
-,-,-,-
0,0.1564,0.1339,Flexion
1,0.1701,0.1476,Flexion
2,0.172,0.1447,Flexion
3,0.1701,0.1369,Flexion
4,0.2023,0.1613,Flexion
5,0.2004,0.1789,Flexion
6,0.2375,0.259,Flexion
7,0.2669,0.2346,Flexion
8,0.2033,0.174,Flexion
9,0.1603,0.1417,Flexion
10,0.1593,0.13,Flexion
11,0.1574,0.1339,Flexion
12,0.1672,0.1466,Flexion
13,0.1691,0.1476,Flexion
14,0.1652,0.1447,Flexion
15,0.1672,0.1427,Flexion
16,0.1564,0.1329,Flexion
17,0.1535,0.13,Flexion
18,0.1603,0.1378,Flexion
19,0.1701,0.1486,Flexion
-,-,-,-
0,0.172,0.1466,Flexion
1,0.1632,0.1388,Flexion
2,0.1613,0.1378,Flexion
3,0.1593,0.1359,Flexion
4,0.1544,0.13,Flexion
5,0.1623,0.1447,Flexion
6,0.1975,0.1564,Flexion
7,0.1945,0.1584,Flexion
8,0.2014,0.1789,Flexion
9,0.217,0.2111,Flexion
10,0.2092,0.1828,Flexion
11,0.1691,0.1437,Flexion
12,0.1632,0.1378,Flexion
13,0.1691,0.1447,Flexion
14,0.174,0.1476,Flexion
15,0.1662,0.1388,Flexion
16,0.1623,0.1359,Flexion
17,0.1652,0.1408,Flexion
18,0.1681,0.1427,Flexion
19,0.1623,0.1398,Flexion
-,-,-,-
0,0.1632,0.1408,Flexion
1,0.172,0.1505,Flexion
2,0.1691,0.1466,Flexion
3,0.1603,0.1369,Flexion
4,0.1603,0.1349,Flexion
5,0.1613,0.1329,Flexion
6,0.1681,0.1281,Flexion
7,0.1789,0.1662,Flexion
8,0.2219,0.2307,Flexion
9,0.2287,0.2336,Flexion
10,0.1877,0.1603,Flexion
11,0.1574,0.1232,Flexion
12,0.1466,0.1193,Flexion
13,0.1466,0.1212,Flexion
14,0.1593,0.1388,Flexion
15,0.1799,0.1603,Flexion
16,0.1857,0.1672,Flexion
17,0.1672,0.1447,Flexion
18,0.1437,0.1183,Flexion
19,0.1447,0.1202,Flexion
-,-,-,-
0,0.1476,0.1232,Flexion
1,0.1603,0.1349,Flexion
2,0.1779,0.1603,Flexion
3,0.1769,0.1593,Flexion
4,0.1672,0.1476,Flexion
5,0.1525,0.1232,Flexion
6,0.1554,0.1339,Flexion
7,0.1711,0.1232,Flexion
8,0.1955,0.172,Flexion
9,0.219,0.2082,Flexion
10,0.1828,0.1584,Flexion
11,0.1544,0.129,Flexion
12,0.1398,0.1144,Flexion
13,0.1505,0.1251,Flexion
14,0.1642,0.1437,Flexion
15,0.176,0.1584,Flexion
16,0.173,0.1554,Flexion
17,0.172,0.1486,Flexion
18,0.1525,0.132,Flexion
19,0.1486,0.1232,Flexion
-,-,-,-
0,0.1574,0.1369,Flexion
1,0.1877,0.1711,Flexion
2,0.2151,0.1828,Flexion
3,0.2268,0.2063,Flexion
4,0.2366,0.2072,Flexion
5,0.2023,0.1564,Flexion
6,0.172,0.1427,Flexion
7,0.1681,0.1486,Flexion
8,0.176,0.1632,Flexion
9,0.1652,0.1476,Flexion
10,0.1574,0.1417,Flexion
11,0.1642,0.1505,Flexion
12,0.1701,0.1584,Flexion
13,0.1672,0.1535,Flexion
14,0.1642,0.1476,Flexion
15,0.1613,0.1417,Flexion
16,0.1554,0.1398,Flexion
17,0.1535,0.1359,Flexion
18,0.1574,0.1427,Flexion
19,0.174,0.176,Flexion
-,-,-,-
0,0.2072,0.1887,Flexion
1,0.2082,0.2131,Flexion
2,0.217,0.2444,Flexion
3,0.2512,0.2248,Flexion
4,0.2199,0.2287,Flexion
5,0.1965,0.1935,Flexion
6,0.26,0.1896,Flexion
7,0.1857,0.1574,Flexion
8,0.1632,0.1417,Flexion
9,0.1564,0.1359,Flexion
10,0.1603,0.1437,Flexion
11,0.1603,0.1398,Flexion
12,0.1632,0.1447,Flexion
13,0.173,0.1574,Flexion
14,0.1691,0.1486,Flexion
15,0.1613,0.1408,Flexion
16,0.1584,0.1388,Flexion
17,0.1662,0.1466,Flexion
18,0.1623,0.1437,Flexion
19,0.1613,0.1398,Flexion
-,-,-,-
0,0.1681,0.1496,Flexion
1,0.1642,0.1437,Flexion
2,0.1623,0.1437,Flexion
3,0.1632,0.1427,Flexion
4,0.1613,0.1427,Flexion
5,0.1554,0.1349,Flexion
6,0.1544,0.1329,Flexion
7,0.1672,0.1496,Flexion
8,0.1945,0.1857,Flexion
9,0.2023,0.1848,Flexion
10,0.2209,0.2522,Flexion
11,0.2151,0.1838,Flexion
12,0.1505,0.1398,Flexion
13,0.1593,0.1417,Flexion
14,0.174,0.1623,Flexion
15,0.1896,0.1799,Flexion
16,0.1799,0.1701,Flexion
17,0.1584,0.1457,Flexion
18,0.1437,0.129,Flexion
19,0.1417,0.1261,Flexion
-,-,-,-
0,0.1544,0.1388,Flexion
1,0.1769,0.1613,Flexion
2,0.1887,0.1779,Flexion
3,0.1769,0.1623,Flexion
4,0.1515,0.131,Flexion
5,0.1388,0.1212,Flexion
6,0.1437,0.1241,Flexion
7,0.173,0.1466,Flexion
8,0.1877,0.172,Flexion
9,0.2131,0.1906,Flexion
10,0.1916,0.1769,Flexion
11,0.1828,0.2356,Flexion
12,0.1848,0.1584,Flexion
13,0.1632,0.1447,Flexion
14,0.1681,0.1505,Flexion
15,0.176,0.1584,Flexion
16,0.1808,0.1662,Flexion
17,0.1623,0.1447,Flexion
18,0.1505,0.1329,Flexion
19,0.1564,0.1408,Flexion
-,-,-,-
0,0.1632,0.1486,Flexion
1,0.1652,0.1476,Flexion
2,0.1642,0.1457,Flexion
3,0.1632,0.1476,Flexion
4,0.1544,0.1378,Flexion
5,0.1574,0.1417,Flexion
6,0.1623,0.1476,Flexion
7,0.1632,0.1447,Flexion
8,0.1525,0.1339,Flexion
9,0.1574,0.1369,Flexion
10,0.173,0.1584,Flexion
11,0.2111,0.1799,Flexion
12,0.262,0.2659,Flexion
13,0.2356,0.2023,Flexion
14,0.1711,0.1554,Flexion
15,0.1544,0.1349,Flexion
16,0.1505,0.132,Flexion
17,0.1603,0.1417,Flexion
18,0.1662,0.1535,Flexion
19,0.1672,0.1544,Flexion
-,-,-,-
0,0.1652,0.1525,Flexion
1,0.1623,0.1486,Flexion
2,0.1525,0.1369,Flexion
3,0.1515,0.1349,Flexion
4,0.1603,0.1447,Flexion
5,0.1632,0.1466,Flexion
6,0.1613,0.1437,Flexion
7,0.1623,0.1447,Flexion
8,0.1603,0.1427,Flexion
9,0.1496,0.13,Flexion
10,0.1535,0.1329,Flexion
11,0.2023,0.1681,Flexion
12,0.2219,0.2131,Flexion
13,0.1779,0.1808,Flexion
14,0.1701,0.1544,Flexion
15,0.1623,0.1447,Flexion
16,0.1564,0.1378,Flexion
17,0.1593,0.1408,Flexion
