TimeCoordinate,Channel_1,Channel_2,Label
18,0.1652,0.1486,Flexion
19,0.1652,0.1496,Flexion
-,-,-,-
0,0.1613,0.1476,Flexion
1,0.1701,0.1593,Flexion
2,0.1681,0.1564,Flexion
3,0.1623,0.1486,Flexion
4,0.1584,0.1427,Flexion
5,0.1603,0.1457,Flexion
6,0.1554,0.1388,Flexion
7,0.1632,0.1466,Flexion
8,0.176,0.1613,Flexion
9,0.1838,0.1613,Flexion
10,0.2014,0.1994,Flexion
11,0.2102,0.2063,Flexion
12,0.1672,0.1554,Flexion
13,0.1613,0.1496,Flexion
14,0.172,0.1574,Flexion
15,0.1857,0.173,Flexion
16,0.1818,0.1711,Flexion
17,0.1564,0.1457,Flexion
18,0.1398,0.1241,Flexion
19,0.1466,0.132,Flexion
-,-,-,-
0,0.1603,0.1476,Flexion
1,0.1779,0.1691,Flexion
2,0.1906,0.1857,Flexion
3,0.1779,0.1691,Flexion
4,0.1525,0.1369,Flexion
5,0.1339,0.1153,Flexion
6,0.1437,0.129,Flexion
7,0.1672,0.1525,Flexion
8,0.1877,0.172,Flexion
9,0.2004,0.1877,Flexion
10,0.2239,0.2395,Flexion
11,0.1945,0.1652,Flexion
12,0.1496,0.1329,Flexion
13,0.1584,0.1427,Flexion
14,0.173,0.1584,Flexion
15,0.176,0.1613,Flexion
16,0.1769,0.1642,Flexion
17,0.1623,0.1476,Flexion
18,0.1515,0.1369,Flexion
19,0.1554,0.1398,Flexion
-,-,-,-
0,0.1662,0.1535,Flexion
1,0.1672,0.1554,Flexion
2,0.1603,0.1457,Flexion
3,0.1632,0.1486,Flexion
4,0.1593,0.1447,Flexion
5,0.1584,0.1408,Flexion
6,0.1623,0.1437,Flexion
7,0.1681,0.1525,Flexion
8,0.1554,0.1378,Flexion
9,0.1466,0.13,Flexion
10,0.1544,0.1359,Flexion
11,0.1808,0.1857,Flexion
12,0.2463,0.2405,Flexion
13,0.1945,0.1935,Flexion
14,0.1701,0.1574,Flexion
15,0.1603,0.1417,Flexion
16,0.1525,0.13,Flexion
17,0.1613,0.1457,Flexion
18,0.1681,0.1564,Flexion
19,0.1662,0.1515,Flexion
-,-,-,-
0,0.1613,0.1457,Flexion
1,0.1593,0.1437,Flexion
2,0.1554,0.1388,Flexion
3,0.1515,0.129,Flexion
4,0.1544,0.1359,Flexion
5,0.1662,0.1496,Flexion
6,0.1652,0.1496,Flexion
7,0.1554,0.1417,Flexion
8,0.1554,0.1476,Flexion
9,0.1535,0.1437,Flexion
10,0.1603,0.1447,Flexion
11,0.176,0.172,Flexion
12,0.2346,0.2366,Flexion
13,0.1945,0.1769,Flexion
14,0.1623,0.1564,Flexion
15,0.1652,0.1554,Flexion
16,0.1603,0.1505,Flexion
17,0.1564,0.1457,Flexion
18,0.1632,0.1525,Flexion
19,0.1681,0.1593,Flexion
-,-,-,-
0,0.1652,0.1564,Flexion
1,0.1623,0.1535,Flexion
2,0.1672,0.1584,Flexion
3,0.1593,0.1466,Flexion
4,0.1496,0.1339,Flexion
5,0.1476,0.1359,Flexion
6,0.1593,0.1427,Flexion
7,0.1613,0.1525,Flexion
8,0.1769,0.1672,Flexion
9,0.2317,0.2532,Flexion
10,0.1857,0.1828,Flexion
11,0.1505,0.1329,Flexion
12,0.1476,0.1349,Flexion
13,0.1613,0.1486,Flexion
14,0.1779,0.1701,Flexion
15,0.1848,0.1779,Flexion
16,0.176,0.172,Flexion
17,0.1554,0.1427,Flexion
18,0.1359,0.1202,Flexion
19,0.1398,0.1251,Flexion
-,-,-,-
0,0.1652,0.1544,Flexion
1,0.1789,0.1681,Flexion
2,0.1789,0.1691,Flexion
3,0.1672,0.1593,Flexion
4,0.1466,0.132,Flexion
5,0.132,0.1173,Flexion
6,0.1466,0.1476,Flexion
7,0.2454,0.259,Flexion
8,0.2483,0.26,Flexion
9,0.1935,0.1906,Flexion
10,0.172,0.1593,Flexion
11,0.1496,0.132,Flexion
12,0.1427,0.1232,Flexion
13,0.1525,0.1349,Flexion
14,0.175,0.1603,Flexion
15,0.174,0.1564,Flexion
16,0.1603,0.1476,Flexion
17,0.1535,0.1369,Flexion
18,0.1476,0.13,Flexion
19,0.1486,0.131,Flexion
-,-,-,-
0,0.1574,0.1388,Flexion
1,0.174,0.1457,Flexion
2,0.2111,0.1926,Flexion
3,0.2395,0.217,Flexion
4,0.2395,0.2717,Flexion
5,0.2649,0.2962,Flexion
6,0.176,0.1632,Flexion
7,0.1593,0.1427,Flexion
8,0.1613,0.1398,Flexion
9,0.1515,0.132,Flexion
10,0.1535,0.1349,Flexion
11,0.1652,0.1496,Flexion
12,0.1701,0.1544,Flexion
13,0.1642,0.1476,Flexion
14,0.1574,0.1398,Flexion
15,0.1554,0.1417,Flexion
16,0.1515,0.1349,Flexion
17,0.1564,0.1417,Flexion
18,0.1652,0.1505,Flexion
19,0.1691,0.1554,Flexion
-,-,-,-
0,0.1623,0.1457,Flexion
1,0.1525,0.1378,Flexion
2,0.1554,0.1417,Flexion
3,0.1496,0.1349,Flexion
4,0.1603,0.1388,Flexion
5,0.1652,0.1505,Flexion
6,0.2023,0.1906,Flexion
7,0.2121,0.2199,Flexion
8,0.1857,0.1867,Flexion
9,0.1584,0.1505,Flexion
10,0.1564,0.1417,Flexion
11,0.1584,0.1427,Flexion
12,0.1642,0.1505,Flexion
13,0.1701,0.1554,Flexion
14,0.1603,0.1447,Flexion
15,0.1564,0.1408,Flexion
16,0.1593,0.1447,Flexion
17,0.1574,0.1427,Flexion
18,0.1544,0.1398,Flexion
19,0.1623,0.1486,Flexion
-,-,-,-
0,0.1691,0.1554,Flexion
1,0.1623,0.1466,Flexion
2,0.1632,0.1486,Flexion
3,0.1623,0.1437,Flexion
4,0.1525,0.1378,Flexion
5,0.1496,0.1349,Flexion
6,0.1652,0.1505,Flexion
7,0.1887,0.1593,Flexion
8,0.2092,0.2072,Flexion
9,0.2326,0.2356,Flexion
10,0.2542,0.3402,Flexion
11,0.2385,0.2307,Flexion
12,0.1486,0.1329,Flexion
13,0.1593,0.1447,Flexion
14,0.176,0.1554,Flexion
15,0.1808,0.1691,Flexion
16,0.1779,0.1632,Flexion
17,0.1584,0.1427,Flexion
18,0.1408,0.1212,Flexion
19,0.1388,0.1212,Flexion
-,-,-,-
0,0.1632,0.1505,Flexion
1,0.1838,0.173,Flexion
2,0.1838,0.172,Flexion
3,0.1672,0.1505,Flexion
4,0.1476,0.129,Flexion
5,0.1349,0.1134,Flexion
6,0.1378,0.1202,Flexion
7,0.1623,0.1476,Flexion
8,0.1828,0.1701,Flexion
9,0.1808,0.1632,Flexion
10,0.1662,0.1447,Flexion
11,0.1965,0.1984,Flexion
12,0.219,0.217,Flexion
13,0.1789,0.2023,Flexion
14,0.1789,0.1613,Flexion
15,0.1799,0.1593,Flexion
16,0.1662,0.1476,Flexion
17,0.1554,0.1427,Flexion
18,0.1564,0.1398,Flexion
19,0.1584,0.1427,Flexion
-,-,-,-
0,0.1642,0.1486,Flexion
1,0.175,0.1603,Flexion
2,0.1672,0.1544,Flexion
3,0.1574,0.1417,Flexion
4,0.1574,0.1408,Flexion
5,0.1672,0.1496,Flexion
6,0.1652,0.1466,Flexion
7,0.1613,0.1408,Flexion
8,0.1574,0.1398,Flexion
9,0.1584,0.1369,Flexion
10,0.1613,0.1457,Flexion
11,0.2405,0.216,Flexion
12,0.2326,0.2669,Flexion
13,0.2131,0.1848,Flexion
14,0.1652,0.1466,Flexion
15,0.1593,0.1408,Flexion
16,0.1554,0.1329,Flexion
17,0.1584,0.1388,Flexion
18,0.1691,0.1515,Flexion
19,0.174,0.1574,Flexion
-,-,-,-
0,0.1662,0.1476,Flexion
1,0.1564,0.1378,Flexion
2,0.1613,0.1466,Flexion
3,0.1584,0.1388,Flexion
4,0.1574,0.1408,Flexion
5,0.1691,0.1496,Flexion
6,0.1681,0.1486,Flexion
7,0.1701,0.1466,Flexion
8,0.1701,0.1427,Flexion
9,0.1711,0.1505,Flexion
10,0.1975,0.2307,Flexion
11,0.2473,0.2532,Flexion
12,0.2649,0.2698,Flexion
13,0.1848,0.1652,Flexion
14,0.1652,0.1388,Flexion
15,0.1593,0.1369,Flexion
16,0.1642,0.1447,Flexion
17,0.1623,0.1408,Flexion
18,0.1623,0.1437,Flexion
19,0.1681,0.1525,Flexion
-,-,-,-
0,0.1711,0.1564,Flexion
1,0.1672,0.1505,Flexion
2,0.1701,0.1525,Flexion
3,0.1662,0.1486,Flexion
4,0.1584,0.1359,Flexion
5,0.1515,0.132,Flexion
6,0.1642,0.1437,Flexion
7,0.176,0.1574,Flexion
8,0.176,0.1564,Flexion
9,0.1769,0.1564,Flexion
10,0.1857,0.1603,Flexion
11,0.1896,0.2346,Flexion
12,0.2141,0.2258,Flexion
13,0.1935,0.1926,Flexion
14,0.1887,0.1779,Flexion
15,0.1857,0.173,Flexion
16,0.175,0.1603,Flexion
17,0.1584,0.1437,Flexion
18,0.1437,0.1241,Flexion
19,0.1476,0.1261,Flexion
-,-,-,-
0,0.1701,0.1544,Flexion
1,0.1887,0.172,Flexion
2,0.1867,0.1681,Flexion
3,0.173,0.1593,Flexion
4,0.1574,0.129,Flexion
5,0.1388,0.1114,Flexion
6,0.1447,0.1193,Flexion
7,0.173,0.1544,Flexion
8,0.1877,0.1681,Flexion
9,0.2033,0.2072,Flexion
10,0.2014,0.2151,Flexion
11,0.218,0.2063,Flexion
12,0.2151,0.1955,Flexion
13,0.173,0.1564,Flexion
14,0.1808,0.1632,Flexion
15,0.1779,0.1672,Flexion
16,0.173,0.1564,Flexion
17,0.1632,0.1437,Flexion
18,0.1574,0.1398,Flexion
19,0.1603,0.1388,Flexion
-,-,-,-
0,0.1652,0.1466,Flexion
1,0.174,0.1564,Flexion
2,0.1642,0.1466,Flexion
3,0.1574,0.1378,Flexion
4,0.1603,0.1437,Flexion
5,0.1662,0.1466,Flexion
6,0.1632,0.1437,Flexion
7,0.173,0.1378,Flexion
8,0.2004,0.1691,Flexion
9,0.1896,0.2287,Flexion
10,0.1926,0.1838,Flexion
11,0.173,0.1554,Flexion
12,0.176,0.1554,Flexion
13,0.1652,0.1466,Flexion
14,0.1632,0.1417,Flexion
15,0.1603,0.1427,Flexion
16,0.1584,0.1369,Flexion
17,0.1623,0.1427,Flexion
18,0.174,0.1613,Flexion
19,0.173,0.1564,Flexion
-,-,-,-
0,0.1632,0.1457,Flexion
1,0.1632,0.1447,Flexion
2,0.1593,0.1359,Flexion
3,0.1544,0.132,Flexion
4,0.1593,0.1388,Flexion
5,0.1691,0.1515,Flexion
6,0.1701,0.1525,Flexion
7,0.2151,0.176,Flexion
8,0.2317,0.218,Flexion
9,0.2278,0.216,Flexion
10,0.1848,0.1652,Flexion
11,0.1623,0.1486,Flexion
12,0.173,0.1535,Flexion
13,0.1662,0.1496,Flexion
14,0.1613,0.1447,Flexion
15,0.1613,0.1447,Flexion
16,0.1603,0.1437,Flexion
17,0.1603,0.1427,Flexion
18,0.1672,0.1476,Flexion
19,0.1681,0.1505,Flexion
-,-,-,-
0,0.1642,0.1466,Flexion
1,0.1632,0.1466,Flexion
2,0.1681,0.1505,Flexion
3,0.1623,0.1427,Flexion
4,0.1554,0.1369,Flexion
5,0.172,0.1613,Flexion
6,0.2268,0.217,Flexion
7,0.218,0.1896,Flexion
8,0.1945,0.1672,Flexion
9,0.1808,0.1662,Flexion
10,0.1603,0.1417,Flexion
11,0.1486,0.1281,Flexion
12,0.1564,0.1408,Flexion
13,0.1691,0.1515,Flexion
14,0.1838,0.1691,Flexion
15,0.1916,0.176,Flexion
16,0.1769,0.1613,Flexion
17,0.1544,0.132,Flexion
18,0.1417,0.1163,Flexion
19,0.1544,0.13,Flexion
-,-,-,-
0,0.1701,0.1515,Flexion
1,0.1818,0.1662,Flexion
2,0.1896,0.1691,Flexion
3,0.2278,0.1896,Flexion
4,0.2014,0.2023,Flexion
5,0.1857,0.176,Flexion
6,0.1691,0.1388,Flexion
7,0.172,0.1505,Flexion
8,0.1877,0.1691,Flexion
9,0.1887,0.173,Flexion
10,0.1681,0.1486,Flexion
11,0.1496,0.129,Flexion
12,0.1554,0.1369,Flexion
13,0.1642,0.1427,Flexion
14,0.1769,0.1584,Flexion
15,0.1789,0.1603,Flexion
16,0.172,0.1544,Flexion
17,0.1574,0.1349,Flexion
18,0.1535,0.1329,Flexion
19,0.1662,0.1476,Flexion
-,-,-,-
0,0.1711,0.1642,Flexion
1,0.1877,0.1711,Flexion
2,0.2326,0.2239,Flexion
3,0.2258,0.219,Flexion
4,0.176,0.1681,Flexion
5,0.172,0.1515,Flexion
6,0.175,0.1535,Flexion
7,0.1642,0.1466,Flexion
8,0.1613,0.1427,Flexion
9,0.1662,0.1486,Flexion
10,0.1623,0.1457,Flexion
11,0.1701,0.1505,Flexion
12,0.1769,0.1574,Flexion
13,0.1672,0.1466,Flexion
14,0.1544,0.1349,Flexion
15,0.1535,0.132,Flexion
16,0.1574,0.131,Flexion
17,0.173,0.1486,Flexion
18,0.1877,0.1818,Flexion
19,0.1848,0.1662,Flexion
-,-,-,-
0,0.1701,0.1544,Flexion
1,0.1584,0.1349,Flexion
2,0.1584,0.1437,Flexion
3,0.1652,0.1466,Flexion
4,0.1672,0.1515,Flexion
5,0.174,0.1603,Flexion
6,0.1769,0.1623,Flexion
7,0.1613,0.1408,Flexion
8,0.1554,0.1339,Flexion
9,0.1623,0.1427,Flexion
10,0.1632,0.1349,Flexion
11,0.1769,0.1623,Flexion
12,0.1994,0.1808,Flexion
13,0.2727,0.2385,Flexion
14,0.2698,0.2502,Flexion
15,0.1916,0.174,Flexion
16,0.1662,0.1476,Flexion
17,0.1642,0.1447,Flexion
18,0.1662,0.1476,Flexion
19,0.172,0.1544,Flexion
-,-,-,-
0,0.1711,0.1544,Flexion
1,0.1681,0.1486,Flexion
2,0.1681,0.1496,Flexion
3,0.1632,0.1398,Flexion
4,0.1535,0.1271,Flexion
5,0.1613,0.1359,Flexion
6,0.1652,0.1457,Flexion
7,0.1672,0.1466,Flexion
8,0.175,0.1574,Flexion
9,0.1681,0.1603,Flexion
10,0.1828,0.1838,Flexion
11,0.2151,0.1955,Flexion
12,0.1867,0.173,Flexion
13,0.2014,0.1789,Flexion
14,0.1818,0.1623,Flexion
15,0.1828,0.1652,Flexion
16,0.1711,0.1505,Flexion
17,0.1486,0.1232,Flexion
18,0.1417,0.1144,Flexion
19,0.1593,0.1378,Flexion
-,-,-,-
0,0.174,0.1574,Flexion
1,0.1838,0.1681,Flexion
2,0.1857,0.1691,Flexion
3,0.1681,0.1437,Flexion
4,0.1476,0.1153,Flexion
5,0.1437,0.1241,Flexion
6,0.1926,0.174,Flexion
7,0.2082,0.1818,Flexion
8,0.2258,0.1906,Flexion
9,0.1867,0.1691,Flexion
10,0.1564,0.1388,Flexion
11,0.1457,0.1222,Flexion
12,0.1564,0.1359,Flexion
13,0.1652,0.1486,Flexion
14,0.175,0.1613,Flexion
15,0.1789,0.1632,Flexion
16,0.1681,0.1515,Flexion
17,0.1544,0.1359,Flexion
18,0.1564,0.1359,Flexion
19,0.1652,0.1466,Flexion
-,-,-,-
0,0.1652,0.1437,Flexion
1,0.1642,0.1437,Flexion
2,0.1691,0.1466,Flexion
3,0.1593,0.1369,Flexion
4,0.1544,0.1329,Flexion
5,0.1799,0.1642,Flexion
6,0.2375,0.2033,Flexion
7,0.305,0.2757,Flexion
8,0.2053,0.176,Flexion
9,0.1632,0.1427,Flexion
10,0.1593,0.1398,Flexion
11,0.1681,0.1496,Flexion
12,0.175,0.1584,Flexion
13,0.1642,0.1457,Flexion
14,0.1525,0.13,Flexion
15,0.1554,0.1329,Flexion
16,0.1574,0.1369,Flexion
17,0.1632,0.1437,Flexion
18,0.1681,0.1505,Flexion
19,0.1701,0.1476,Flexion
-,-,-,-
0,0.1623,0.1398,Flexion
1,0.1525,0.1222,Flexion
2,0.175,0.1564,Flexion
3,0.1984,0.1896,Flexion
4,0.2111,0.2063,Flexion
5,0.2356,0.2248,Flexion
6,0.1955,0.2023,Flexion
7,0.1701,0.1417,Flexion
8,0.1584,0.13,Flexion
9,0.1603,0.1388,Flexion
10,0.1593,0.1427,Flexion
11,0.1662,0.1525,Flexion
12,0.172,0.1544,Flexion
13,0.1632,0.1437,Flexion
14,0.1593,0.1388,Flexion
15,0.1613,0.1427,Flexion
16,0.1574,0.1388,Flexion
17,0.1593,0.1378,Flexion
18,0.1613,0.1417,Flexion
19,0.1681,0.1437,Flexion
-,-,-,-
0,0.175,0.1505,Flexion
1,0.2072,0.1984,Flexion
2,0.2405,0.2551,Flexion
3,0.2424,0.2248,Flexion
4,0.2278,0.1994,Flexion
5,0.1779,0.1642,Flexion
6,0.1701,0.1437,Flexion
7,0.1711,0.1496,Flexion
8,0.1808,0.1603,Flexion
9,0.1662,0.1447,Flexion
10,0.1525,0.1281,Flexion
11,0.1544,0.1329,Flexion
12,0.1554,0.1378,Flexion
13,0.172,0.1525,Flexion
14,0.176,0.1593,Flexion
15,0.1779,0.1584,Flexion
16,0.1544,0.13,Flexion
17,0.1369,0.1114,Flexion
18,0.1359,0.1144,Flexion
19,0.1584,0.1398,Flexion
-,-,-,-
0,0.2033,0.1711,Flexion
1,0.2317,0.2307,Flexion
2,0.2463,0.2199,Flexion
3,0.2542,0.2248,Flexion
4,0.1642,0.1417,Flexion
5,0.1486,0.1232,Flexion
6,0.1584,0.1349,Flexion
7,0.175,0.1554,Flexion
8,0.1848,0.1652,Flexion
9,0.1662,0.1447,Flexion
10,0.1466,0.1241,Flexion
11,0.1417,0.1163,Flexion
12,0.1544,0.131,Flexion
13,0.1632,0.1408,Flexion
14,0.1701,0.1486,Flexion
15,0.1681,0.1486,Flexion
16,0.1554,0.1339,Flexion
17,0.1525,0.1202,Flexion
18,0.172,0.1574,Flexion
19,0.2454,0.1975,Flexion
-,-,-,-
0,0.2131,0.219,Flexion
1,0.1681,0.1437,Flexion
2,0.1584,0.1329,Flexion
3,0.1535,0.13,Flexion
4,0.1574,0.1378,Flexion
5,0.1662,0.1437,Flexion
6,0.1603,0.1378,Flexion
7,0.1544,0.129,Flexion
8,0.1544,0.13,Flexion
9,0.1515,0.1251,Flexion
10,0.1574,0.1437,Flexion
11,0.1828,0.1867,Flexion
12,0.2708,0.2287,Flexion
13,0.216,0.219,Flexion
14,0.172,0.1486,Flexion
15,0.1554,0.1281,Flexion
16,0.1544,0.1329,Flexion
17,0.1652,0.1486,Flexion
18,0.1691,0.1544,Flexion
19,0.1632,0.1437,Flexion
-,-,-,-
0,0.1574,0.1388,Flexion
1,0.1593,0.1388,Flexion
2,0.1544,0.129,Flexion
3,0.1544,0.1339,Flexion
4,0.1662,0.1427,Flexion
5,0.1642,0.1437,Flexion
6,0.1593,0.1349,Flexion
7,0.1564,0.1339,Flexion
8,0.1525,0.1447,Flexion
9,0.1779,0.1662,Flexion
10,0.2317,0.2023,Flexion
11,0.1955,0.1838,Flexion
12,0.1652,0.1466,Flexion
13,0.1632,0.1388,Flexion
14,0.1613,0.1408,Flexion
15,0.1584,0.1369,Flexion
16,0.1574,0.1369,Flexion
17,0.1701,0.1525,Flexion
18,0.1691,0.1476,Flexion
19,0.1642,0.1486,Flexion
-,-,-,-
0,0.1691,0.1525,Flexion
1,0.1681,0.1515,Flexion
2,0.1613,0.1408,Flexion
3,0.1564,0.1349,Flexion
4,0.1593,0.1329,Flexion
5,0.1887,0.1789,Flexion
6,0.2757,0.2815,Flexion
7,0.2649,0.2639,Flexion
8,0.2023,0.1828,Flexion
9,0.1613,0.1447,Flexion
10,0.1584,0.1427,Flexion
11,0.1554,0.1359,Flexion
12,0.1593,0.1427,Flexion
13,0.1818,0.1681,Flexion
14,0.1935,0.1799,Flexion
15,0.1818,0.1593,Flexion
16,0.1535,0.131,Flexion
17,0.1437,0.1241,Flexion
18,0.1466,0.1222,Flexion
19,0.1662,0.1398,Flexion
-,-,-,-
0,0.1857,0.1779,Flexion
1,0.1975,0.1906,Flexion
2,0.1975,0.172,Flexion
3,0.2268,0.1769,Flexion
4,0.1603,0.1359,Flexion
5,0.1554,0.1349,Flexion
6,0.1691,0.1554,Flexion
7,0.1935,0.1838,Flexion
8,0.1848,0.173,Flexion
9,0.1642,0.1496,Flexion
10,0.1564,0.1349,Flexion
11,0.1466,0.1271,Flexion
12,0.1584,0.1369,Flexion
13,0.173,0.1584,Flexion
14,0.1808,0.1652,Flexion
15,0.1691,0.1613,Flexion
16,0.2248,0.1574,Flexion
17,0.2356,0.2317,Flexion
18,0.1916,0.1711,Flexion
19,0.1701,0.1525,Flexion
-,-,-,-
0,0.174,0.1554,Flexion
1,0.1701,0.1505,Flexion
2,0.1603,0.1398,Flexion
3,0.1623,0.1427,Flexion
4,0.172,0.1535,Flexion
5,0.1681,0.1486,Flexion
6,0.1662,0.1466,Flexion
7,0.1681,0.1496,Flexion
8,0.1593,0.1359,Flexion
9,0.1544,0.1359,Flexion
10,0.1867,0.1642,Flexion
11,0.1769,0.1554,Flexion
12,0.1984,0.1711,Flexion
13,0.1975,0.2043,Flexion
14,0.172,0.1417,Flexion
15,0.1574,0.1349,Flexion
16,0.1652,0.1447,Flexion
17,0.1769,0.1603,Flexion
18,0.174,0.1564,Flexion
19,0.1701,0.1535,Flexion
-,-,-,-
0,0.1711,0.1505,Flexion
1,0.1603,0.1388,Flexion
2,0.1584,0.1408,Flexion
3,0.1701,0.1505,Flexion
4,0.175,0.1544,Flexion
5,0.1691,0.1486,Flexion
6,0.1691,0.1486,Flexion
7,0.1926,0.1887,Flexion
8,0.2121,0.218,Flexion
9,0.2141,0.2111,Flexion
10,0.2043,0.1935,Flexion
11,0.1779,0.1593,Flexion
12,0.1681,0.1525,Flexion
13,0.1701,0.1544,Flexion
14,0.1672,0.1486,Flexion
15,0.1632,0.1427,Flexion
16,0.1642,0.1437,Flexion
17,0.1711,0.1525,Flexion
18,0.1672,0.1476,Flexion
19,0.1662,0.1486,Flexion
-,-,-,-
0,0.174,0.1574,Flexion
1,0.1662,0.1476,Flexion
2,0.1584,0.1369,Flexion
3,0.1584,0.1369,Flexion
4,0.1603,0.1398,Flexion
5,0.1603,0.1437,Flexion
6,0.1877,0.1593,Flexion
7,0.2033,0.2043,Flexion
8,0.2082,0.2229,Flexion
9,0.2072,0.2023,Flexion
10,0.2043,0.2004,Flexion
11,0.1623,0.1408,Flexion
12,0.1652,0.1476,Flexion
13,0.1828,0.1662,Flexion
14,0.1867,0.175,Flexion
15,0.1672,0.1486,Flexion
16,0.1535,0.13,Flexion
17,0.1505,0.1281,Flexion
18,0.1525,0.132,Flexion
19,0.175,0.1554,Flexion
-,-,-,-
0,0.1906,0.176,Flexion
1,0.1808,0.1623,Flexion
2,0.1584,0.1388,Flexion
3,0.1496,0.1232,Flexion
4,0.1388,0.1193,Flexion
5,0.2014,0.1701,Flexion
6,0.2502,0.2688,Flexion
7,0.2434,0.2346,Flexion
8,0.1867,0.174,Flexion
9,0.1623,0.1369,Flexion
10,0.1535,0.1281,Flexion
11,0.1515,0.129,Flexion
12,0.1632,0.1437,Flexion
13,0.1857,0.1681,Flexion
14,0.1818,0.1632,Flexion
15,0.1642,0.1437,Flexion
16,0.1584,0.1359,Flexion
17,0.1593,0.1369,Flexion
18,0.1613,0.1359,Flexion
19,0.1681,0.1437,Flexion
-,-,-,-
0,0.175,0.1613,Flexion
1,0.1779,0.1359,Flexion
2,0.1896,0.1613,Flexion
3,0.2239,0.2014,Flexion
4,0.2444,0.2385,Flexion
5,0.2141,0.1769,Flexion
6,0.172,0.1525,Flexion
7,0.1642,0.1398,Flexion
8,0.1603,0.1349,Flexion
9,0.1642,0.1408,Flexion
10,0.175,0.1535,Flexion
11,0.1691,0.1447,Flexion
12,0.1642,0.1398,Flexion
13,0.1672,0.1437,Flexion
14,0.1593,0.1349,Flexion
15,0.1593,0.1359,Flexion
16,0.1691,0.1476,Flexion
17,0.172,0.1535,Flexion
18,0.1681,0.1466,Flexion
19,0.1642,0.1544,Flexion
-,-,-,-
0,0.1711,0.1662,Flexion
1,0.1799,0.1672,Flexion
2,0.1975,0.1945,Flexion
3,0.1975,0.1789,Flexion
4,0.173,0.1554,Flexion
5,0.1691,0.1466,Flexion
6,0.1662,0.1417,Flexion
7,0.1642,0.1417,Flexion
8,0.1593,0.1349,Flexion
9,0.1632,0.1417,Flexion
10,0.174,0.1544,Flexion
11,0.1711,0.1496,Flexion
12,0.1652,0.1417,Flexion
13,0.1662,0.1437,Flexion
14,0.1623,0.1378,Flexion
15,0.174,0.1623,Flexion
16,0.219,0.2043,Flexion
17,0.1916,0.1701,Flexion
18,0.1711,0.1476,Flexion
19,0.173,0.1496,Flexion
-,-,-,-
0,0.1769,0.1564,Flexion
1,0.1662,0.1437,Flexion
2,0.1623,0.1378,Flexion
3,0.1632,0.1369,Flexion
4,0.1642,0.1388,Flexion
5,0.1681,0.1437,Flexion
6,0.1769,0.1544,Flexion
7,0.1769,0.1574,Flexion
8,0.1642,0.1408,Flexion
9,0.174,0.1359,Flexion
10,0.1877,0.1838,Flexion
11,0.1896,0.1681,Flexion
12,0.2151,0.172,Flexion
13,0.2307,0.2317,Flexion
14,0.1994,0.1916,Flexion
15,0.1623,0.1398,Flexion
16,0.1525,0.129,Flexion
17,0.1544,0.132,Flexion
18,0.1642,0.1437,Flexion
19,0.1867,0.172,Flexion
-,-,-,-
0,0.1945,0.1789,Flexion
1,0.1769,0.1574,Flexion
2,0.1574,0.1349,Flexion
3,0.1476,0.1222,Flexion
4,0.1515,0.1241,Flexion
5,0.1632,0.1388,Flexion
6,0.1887,0.1632,Flexion
7,0.1808,0.174,Flexion
8,0.1994,0.1965,Flexion
9,0.2131,0.1887,Flexion
10,0.2082,0.1994,Flexion
11,0.1662,0.1388,Flexion
12,0.1711,0.1505,Flexion
13,0.1887,0.1662,Flexion
14,0.1779,0.1535,Flexion
15,0.1642,0.1388,Flexion
16,0.1623,0.1378,Flexion
17,0.1603,0.1349,Flexion
18,0.1652,0.1398,Flexion
19,0.174,0.1505,Flexion
-,-,-,-
0,0.172,0.1476,Flexion
1,0.2248,0.1955,Flexion
2,0.2121,0.1857,Flexion
3,0.2111,0.1955,Flexion
4,0.1887,0.1769,Flexion
5,0.1711,0.1466,Flexion
6,0.1701,0.1466,Flexion
7,0.1623,0.1378,Flexion
8,0.1623,0.1417,Flexion
9,0.175,0.1554,Flexion
10,0.176,0.1564,Flexion
11,0.172,0.1505,Flexion
12,0.1691,0.1466,Flexion
13,0.1632,0.1388,Flexion
14,0.1574,0.129,Flexion
15,0.1613,0.1369,Flexion
16,0.173,0.1505,Flexion
17,0.1711,0.1457,Flexion
18,0.1701,0.1476,Flexion
19,0.1691,0.1427,Flexion
-,-,-,-
0,0.1584,0.131,Flexion
1,0.1554,0.1281,Flexion
2,0.2063,0.1701,Flexion
3,0.2014,0.2102,Flexion
4,0.2063,0.1955,Flexion
5,0.1906,0.1672,Flexion
6,0.1662,0.1437,Flexion
7,0.1593,0.1339,Flexion
8,0.1672,0.1437,Flexion
9,0.1711,0.1535,Flexion
10,0.1711,0.1525,Flexion
11,0.1711,0.1535,Flexion
12,0.1779,0.1574,Flexion
13,0.1672,0.1447,Flexion
14,0.1623,0.1388,Flexion
15,0.1672,0.1437,Flexion
16,0.1652,0.1427,Flexion
17,0.1603,0.1349,Flexion
18,0.1701,0.1457,Flexion
19,0.2004,0.1965,Flexion
-,-,-,-
0,0.2522,0.1994,Flexion
1,0.1926,0.1935,Flexion
2,0.1672,0.1437,Flexion
3,0.1574,0.1281,Flexion
4,0.1652,0.1408,Flexion
5,0.1769,0.1554,Flexion
6,0.1799,0.1574,Flexion
7,0.172,0.1496,Flexion
8,0.1672,0.1417,Flexion
