train_loss,epoch,step,val_loss,test_loss,test_acc
0.70423514675349,0,0,,,
0.711433760356158,0,1,,,
0.6882767977658659,0,2,,,
0.6932258647866547,0,3,,,
0.6929410775192082,0,4,,,
0.6896466761827469,0,5,,,
0.6852975520305336,0,6,,,
0.6966594522818923,0,7,,,
0.6769011351279914,0,8,,,
0.6713492246344686,0,9,,,
0.6666158987209201,0,10,,,
0.6382903563790023,0,11,,,
0.6852416931651533,0,12,,,
0.6099704410880804,0,13,,,
0.6522282715886831,0,14,,,
0.7342903409153223,0,15,,,
0.7796530015766621,0,16,,,
0.7163444956143696,0,17,,,
,0,17,0.6836666032191245,,
0.72338224388659,1,18,,,
0.6796274334192276,1,19,,,
0.6129277804866433,1,20,,,
0.5836123414337635,1,21,,,
0.620756879914552,1,22,,,
0.5681341756135225,1,23,,,
0.5569557044655085,1,24,,,
0.549665049649775,1,25,,,
0.5885337889194489,1,26,,,
0.5990757024846971,1,27,,,
0.41183331701904535,1,28,,,
0.354299901984632,1,29,,,
0.30392181407660246,1,30,,,
0.48929546773433685,1,31,,,
0.3850374585017562,1,32,,,
0.3415130313951522,1,33,,,
0.37775497091934085,1,34,,,
0.19755080714821815,1,35,,,
,1,35,0.31714122850568066,,
0.203900775173679,2,36,,,
0.24325715738814324,2,37,,,
0.1560105889220722,2,38,,,
0.43023240013280883,2,39,,,
0.3059118105447851,2,40,,,
0.21229276282247156,2,41,,,
0.20631876634433866,2,42,,,
0.1447503405797761,2,43,,,
0.44026650791056454,2,44,,,
0.28550482349237427,2,45,,,
0.18967143906047568,2,46,,,
0.23622267314931378,2,47,,,
0.14335780596593395,2,48,,,
0.11823007042403333,2,49,,,
0.46948292668093927,2,50,,,
0.06346485679387115,2,51,,,
0.07533897802932188,2,52,,,
0.8934711053346593,2,53,,,
,2,53,0.3051220338431097,,
0.2234483032952994,3,54,,,
0.8853306258097291,3,55,,,
0.6787982224486768,3,56,,,
0.5518494960851967,3,57,,,
0.4843058134429157,3,58,,,
0.42875132244080305,3,59,,,
0.1928470623679459,3,60,,,
0.1287779281847179,3,61,,,
0.14486170001327991,3,62,,,
0.15898229856975377,3,63,,,
0.25322982016950846,3,64,,,
0.1260839964961633,3,65,,,
0.25481910922098905,3,66,,,
0.09572024061344564,3,67,,,
0.34746544866357,3,68,,,
0.2202146431664005,3,69,,,
0.10337074380367994,3,70,,,
0.07996202011903127,3,71,,,
,3,71,0.11324573939125385,,
0.37151198950596154,4,72,,,
0.07325461274012923,4,73,,,
0.17411228141281754,4,74,,,
0.076225355733186,4,75,,,
0.17327943537384272,4,76,,,
0.31434473977424204,4,77,,,
0.15854864474385977,4,78,,,
0.17578610428608954,4,79,,,
0.13177662040106952,4,80,,,
0.14554380893241614,4,81,,,
0.04310148651711643,4,82,,,
0.2974937774706632,4,83,,,
0.24080770940054208,4,84,,,
0.059984736144542694,4,85,,,
0.20455299015156925,4,86,,,
0.05339231458492577,4,87,,,
0.13985877588856965,4,88,,,
0.44320040817062056,4,89,,,
,4,89,0.057537693950918414,,
0.14696576417190954,5,90,,,
0.25464194657979533,5,91,,,
0.15280700096627697,5,92,,,
0.07769828126765788,5,93,,,
0.12969731073826551,5,94,,,
0.10563316725892946,5,95,,,
0.07012423148262314,5,96,,,
0.05423891684040427,5,97,,,
0.08459191827569157,5,98,,,
0.028223630506545305,5,99,,,
0.15199747151928023,5,100,,,
0.18543410979327746,5,101,,,
0.08285316257388331,5,102,,,
0.24160331150051206,5,103,,,
0.03991711212438531,5,104,,,
0.0359996386396233,5,105,,,
0.05023207582416944,5,106,,,
0.011357561529924471,5,107,,,
,5,107,0.051173381342162046,,
0.028977661539101973,6,108,,,
0.2183773166325409,6,109,,,
0.024504902336047962,6,110,,,
0.04250998972565867,6,111,,,
0.019217519045923837,6,112,,,
0.031029106423375197,6,113,,,
0.16243804557598196,6,114,,,
0.23525723043712787,6,115,,,
0.03923942820983939,6,116,,,
0.19333792830002494,6,117,,,
0.03519217326538637,6,118,,,
0.04365858524397481,6,119,,,
0.03856405870465096,6,120,,,
0.08982124549220316,6,121,,,
0.02799523697467521,6,122,,,
0.07395160038140602,6,123,,,
0.094141799636418,6,124,,,
0.10559478200351198,6,125,,,
,6,125,0.04579184639958605,,
0.15142884786473587,7,126,,,
0.019042061190702952,7,127,,,
0.02088302692573052,7,128,,,
0.20324730247375555,7,129,,,
0.015607208202709444,7,130,,,
0.1216247719275998,7,131,,,
0.03041464825219009,7,132,,,
0.008189653424778953,7,133,,,
0.04249276252812706,7,134,,,
0.058002489095088094,7,135,,,
0.0247564478777349,7,136,,,
0.006412224625819363,7,137,,,
0.016142594016855583,7,138,,,
0.0036917313118465245,7,139,,,
0.276635616151907,7,140,,,
0.011378812152543105,7,141,,,
0.015001956926425919,7,142,,,
0.004201707507794102,7,143,,,
,7,143,0.01288991223179525,,
0.17121460021007806,8,144,,,
0.2240542292347527,8,145,,,
0.08509981338283978,8,146,,,
0.0659098652904504,8,147,,,
0.0356804864568403,8,148,,,
0.10232278263720218,8,149,,,
0.0406697843427537,8,150,,,
0.09246749118028674,8,151,,,
0.10208642872748896,8,152,,,
0.13704994846193586,8,153,,,
0.04681074393738527,8,154,,,
0.05228039002395235,8,155,,,
0.01986002096964512,8,156,,,
0.05140786277479492,8,157,,,
0.015138962990022264,8,158,,,
0.23917927892762236,8,159,,,
0.02751737361541018,8,160,,,
0.002157318716247876,8,161,,,
,8,161,0.005443038501506371,,
0.003710127748490777,9,162,,,
0.002904187873355113,9,163,,,
0.5087771442849771,9,164,,,
0.014064558017707895,9,165,,,
0.011231380187382456,9,166,,,
0.03529741300008027,9,167,,,
0.039236825541593134,9,168,,,
0.056398111570160836,9,169,,,
0.06486549208057113,9,170,,,
0.06310333425062709,9,171,,,
0.06407832833065186,9,172,,,
0.08930902353313286,9,173,,,
0.10138750776241068,9,174,,,
0.01454155192914186,9,175,,,
0.05007610435859533,9,176,,,
0.039259578836208675,9,177,,,
0.03882133588922443,9,178,,,
0.004069770802743733,9,179,,,
,9,179,0.02367710922619388,,
0.021547489523072727,10,180,,,
0.008083224289293867,10,181,,,
0.011653942921839189,10,182,,,
0.0022346824407577515,10,183,,,
0.08544833256019047,10,184,,,
0.08744992045103572,10,185,,,
0.015834939553315053,10,186,,,
0.009501262225967366,10,187,,,
0.09007713520259131,10,188,,,
0.02485017825529212,10,189,,,
0.12111007224302739,10,190,,,
0.003362564806593582,10,191,,,
0.042602552523021586,10,192,,,
0.06481893223099178,10,193,,,
0.1924432965606684,10,194,,,
0.1343269636054174,10,195,,,
0.015057132215588354,10,196,,,
0.021450860037778813,10,197,,,
,10,197,0.023397357000278368,,
0.046398970429436304,11,198,,,
0.021026344002166297,11,199,,,
0.009461283309065038,11,200,,,
0.11548892302380409,11,201,,,
0.10602655660477467,11,202,,,
0.040224126143584726,11,203,,,
0.05622431346637313,11,204,,,
0.03145730457617901,11,205,,,
0.0028495775841292925,11,206,,,
0.05783516444353154,11,207,,,
0.12068775172883761,11,208,,,
0.12115281294973101,11,209,,,
0.10650330726639368,11,210,,,
0.07004121518548345,11,211,,,
0.056801429422193905,11,212,,,
0.024852859816746786,11,213,,,
0.029279388349095825,11,214,,,
0.028274674667045474,11,215,,,
,11,215,0.03769870309324394,,
0.021216281624219846,12,216,,,
0.014108389052125858,12,217,,,
0.00784992688568309,12,218,,,
0.11548877018867643,12,219,,,
0.036459506929531926,12,220,,,
0.0628683323302539,12,221,,,
0.04739417552991654,12,222,,,
0.002150154148694128,12,223,,,
0.0015815874503459781,12,224,,,
0.01680373027920723,12,225,,,
0.03985834496415919,12,226,,,
0.005414726543676807,12,227,,,
0.061375867098831804,12,228,,,
0.001082797061826568,12,229,,,
0.009530046339932596,12,230,,,
0.3326713414171536,12,231,,,
0.072933328234285,12,232,,,
0.043535869995442525,12,233,,,
,12,233,0.17895992011988476,,
0.06331335070717614,13,234,,,
0.31615919945397764,13,235,,,
0.1749978685984388,13,236,,,
0.03108836781757418,13,237,,,
0.0056218948593596,13,238,,,
0.010007740223954897,13,239,,,
0.003430267890507821,13,240,,,
0.1141693089302862,13,241,,,
0.07623301985222497,13,242,,,
0.002481472478393698,13,243,,,
0.35964110148597683,13,244,,,
0.00454975204411312,13,245,,,
0.09565189195927815,13,246,,,
0.11110333816031925,13,247,,,
0.10409445987534127,13,248,,,
0.1492040848461329,13,249,,,
0.10537393330741907,13,250,,,
0.14352218558390933,13,251,,,
,13,251,0.06563290362922294,,
0.05645763844222529,14,252,,,
0.03785319386588526,14,253,,,
0.10069883974210825,14,254,,,
0.04138192300888477,14,255,,,
0.003434154492424568,14,256,,,
0.0014173939125612378,14,257,,,
0.09956122198855155,14,258,,,
0.13140819016552996,14,259,,,
0.15472318226238713,14,260,,,
0.04689001447695773,14,261,,,
0.10322308612740017,14,262,,,
0.09026014304618002,14,263,,,
0.07173281763971318,14,264,,,
0.1479929699053173,14,265,,,
0.0677217845004634,14,266,,,
0.05594965417913045,14,267,,,
0.040884246773202904,14,268,,,
0.03251498825072,14,269,,,
,14,269,0.027540638395059373,,
,15,270,,0.03112286892031658,0.9818181991577148
