train_loss,epoch,step,val_loss,test_loss,test_acc
0.686221407726407,0,0,,,
0.741086034104228,0,1,,,
0.6721335714682937,0,2,,,
0.6928944550454617,0,3,,,
0.6806294433772564,0,4,,,
0.6645691506564617,0,5,,,
0.5946768764406443,0,6,,,
0.4294391553848982,0,7,,,
0.46683548111468554,0,8,,,
0.3315283381380141,0,9,,,
0.4582766951061785,0,10,,,
0.2789520544465631,0,11,,,
0.16778780845925212,0,12,,,
0.12645512132439762,0,13,,,
0.09135145205073059,0,14,,,
0.3413595071178861,0,15,,,
0.6158657923806459,0,16,,,
0.10223258752375841,0,17,,,
,0,17,0.07550050453433106,,
0.3140896129189059,1,18,,,
0.30327397322980687,1,19,,,
0.03474759275559336,1,20,,,
0.03351469594053924,1,21,,,
0.2669037269661203,1,22,,,
0.485906666261144,1,23,,,
0.45264073903672397,1,24,,,
0.2293106388533488,1,25,,,
0.3918898240663111,1,26,,,
0.18476639594882727,1,27,,,
0.6017904476611875,1,28,,,
0.14669637678889558,1,29,,,
0.07816140336217359,1,30,,,
0.1549325934611261,1,31,,,
0.2739862659946084,1,32,,,
0.19511742831673473,1,33,,,
0.33375586703186855,1,34,,,
0.23678669830163318,1,35,,,
,1,35,0.18069623954473965,,
0.3055723510333337,2,36,,,
0.14141286694211885,2,37,,,
0.30049887677887455,2,38,,,
0.19857539629447274,2,39,,,
0.07335779428831302,2,40,,,
0.15079402714036405,2,41,,,
0.21628935326589271,2,42,,,
0.7660395640705246,2,43,,,
0.3680424531339668,2,44,,,
0.08327566692605615,2,45,,,
0.21567435408360325,2,46,,,
0.034630166745046154,2,47,,,
0.03433062494150363,2,48,,,
0.037255992472637445,2,49,,,
0.41849086387082934,2,50,,,
0.6184455965412781,2,51,,,
0.22582314437022433,2,52,,,
1.0491933127244313,2,53,,,
,2,53,0.308174078743304,,
0.39756513241445646,3,54,,,
0.22136998345376924,3,55,,,
0.8944209384499118,3,56,,,
1.159963646903634,3,57,,,
1.0722982250154018,3,58,,,
1.0994908707216382,3,59,,,
1.0923496801406145,3,60,,,
1.2122851433232427,3,61,,,
0.8029361553490162,3,62,,,
0.7898862436413765,3,63,,,
0.6385989934206009,3,64,,,
0.6970004253089428,3,65,,,
0.6999238952994347,3,66,,,
0.6968421768397093,3,67,,,
0.7188566755503416,3,68,,,
0.8106790073215961,3,69,,,
0.7074563689529896,3,70,,,
0.6517173051834106,3,71,,,
,3,71,0.6690276457417396,,
0.7733562104403973,4,72,,,
0.666059659793973,4,73,,,
0.7842931319028139,4,74,,,
0.7219391856342554,4,75,,,
0.7443498019129038,4,76,,,
0.7425377555191517,4,77,,,
0.6807604003697634,4,78,,,
0.6935967355966568,4,79,,,
0.6945383101701736,4,80,,,
0.6851929519325495,4,81,,,
0.7014887109398842,4,82,,,
0.7059657014906406,4,83,,,
0.733203686773777,4,84,,,
0.6982117220759392,4,85,,,
0.7118387594819069,4,86,,,
0.6723485477268696,4,87,,,
0.72456044703722,4,88,,,
0.6637475192546844,4,89,,,
,4,89,0.7206901177283256,,
0.7109541930258274,5,90,,,
0.6738331727683544,5,91,,,
0.6974971815943718,5,92,,,
0.6396474037319422,5,93,,,
0.6733868718147278,5,94,,,
0.6851918362081051,5,95,,,
0.6851561609655619,5,96,,,
0.701518140733242,5,97,,,
0.6523079555481672,5,98,,,
0.7384136766195297,5,99,,,
0.7030242793262005,5,100,,,
0.6328245587646961,5,101,,,
0.703545592725277,5,102,,,
0.7037618458271027,5,103,,,
0.6851453837007284,5,104,,,
0.7764388173818588,5,105,,,
0.7181417141109705,5,106,,,
0.7379806637763977,5,107,,,
,5,107,0.718274409732511,,
0.6743978932499886,6,108,,,
0.6773515678942204,6,109,,,
0.6799859069287777,6,110,,,
0.7013236861675978,6,111,,,
0.7047606538981199,6,112,,,
0.6797861717641354,6,113,,,
0.6931879557669163,6,114,,,
0.6909627765417099,6,115,,,
0.6911554224789143,6,116,,,
